eol_page_id,taxonomy_id,genus,species
1120253,29055,Brassia,caudata
1120271,29050,Brassia,bidens
1120298,29045,Brassia,arachnoidea
1120314,29044,Brassia,angustilabia
1120398,34592,Brassavola,nodosa
1120398,7931,Brassavola,nodosa
1120489,34588,Brassavola,fasciculata
1120568,37008,Dracula,antonii
1120572,5567,Diuris,byronensis D.
1120579,1212,Disperis,masoalensis P.
1120580,1206,Disperis,lanceolata Bosser
1120582,1178,Disperis,ciliata Bosser
1121091,31032,Braemia,vittata
1121279,26768,Devogelia,intonsa
1121376,890,Cypripedium,sichuanense Perner
1121481,3082,Brachycorythis,wightii Summerh.
1121711,34695,Brachionidium,tuberculatum
1121731,34689,Brachionidium,sherringii
1121758,34679,Brachionidium,pteroglossum
1121768,34675,Brachionidium,phalangiferum
1121776,34671,Brachionidium,parvifolium
1121793,34665,Brachionidium,meridense
1121851,34638,Brachionidium,dressleri
1121876,34627,Brachionidium,ciliolatum
1121884,34623,Brachionidium,brevicaudatum
1122563,31330,Coryanthes,dasilvae
1124627,31738,Bletia,purpurea
1124826,31715,Bletia,ensifolia
1125460,5999,Caladenia,splendens Hopper
1125482,5920,Caladenia,mesocera Hopper
1125516,5813,Caladenia,dundasiae Hopper
1125522,5776,Caladenia,citrina Hopper
1125527,5752,Caladenia,brownii Hopper
1125751,6304,Bipinnula,polysyka Kraenzl.
1125817,20380,Bulbophyllum,subpatulum
1125860,18617,Bulbophyllum,atrosanguineum
1126188,30546,Bifrenaria,venezuelana
1126239,30529,Bifrenaria,longicornis
1126494,35611,Anathallis,funerea
1127347,35355,Acianthera,tokachii
1127513,25659,Acampe,joiceyana
1127536,30365,Lycaste,macrobulbon
1127605,7264,Zeuxine,parvifolia Ridl.
1127606,7277,Zeuxine,strateumatica L.
1127631,7251,Zeuxine,membranacea Lindl.
1127647,7236,Zeuxine,goodyeroides Lindl.
1127667,7210,Zeuxine,amboinensis J.
1127720,15727,Xerorchis,trichorhiza
1127721,15726,Xerorchis,amazonica
1127786,15730,Wullschlaegelia,calcarata
1127929,799,Vanilla,trigonocarpa Hoehne
1127932,796,Vanilla,sprucei Rolfe
1127942,689,Vanilla,appendiculata Rolfe
1127943,741,Vanilla,hostmannii Rolfe
1127955,769,Vanilla,penicillata Garay
1127957,766,Vanilla,palmarum Salzm.
1127971,737,Vanilla,hartii Rolfe
1127977,744,Vanilla,inodora Schiede
1127982,739,Vanilla,helleri A.
1127997,723,Vanilla,dilloniana Correll
1128008,709,Vanilla,chamissonis Klotzsch
1128015,698,Vanilla,bicolor Lindl.
1128038,7964,Vanda,tricolor
1128045,25417,Vanda,spathulata
1128048,25409,Vanda,punctata
1128052,25396,Vanda,lombokensis
1128061,25385,Vanda,insignis
1128062,25384,Vanda,hindsii
1128108,15840,Uleiorchis,ulei
1128206,15991,Tropidia,saprophytica
1128210,15987,Tropidia,polystachya
1128228,29443,Trizeuxis,falcata
1128254,15696,Triphora,yucatanensis
1128257,15691,Triphora,surinamensis
1128268,15675,Triphora,craigheadii
1128270,15673,Triphora,amazonica
1128285,24708,Tridactyle,virgula
1128298,24697,Tridactyle,stevartiana
1128301,24695,Tridactyle,phaeocephala
1128306,24686,Tridactyle,minuta
1128316,24675,Tridactyle,flabellata
1128320,24668,Tridactyle,cruciformis
1128323,24665,Tridactyle,brevifolia
1128342,22685,Trichotosia,rotundifolia
1128343,22683,Trichotosia,pulvinata
1128445,35462,Trichosalpinx,orbicularis
1128473,35456,Trichosalpinx,egleri
1128485,35452,Trichosalpinx,cryptantha
1128488,35451,Trichosalpinx,ciliaris
1128518,27609,Trichopilia,marginata
1128532,25813,Trichoglottis,winkleri
1128545,25801,Trichoglottis,smithii
1128616,27739,Trichocentrum,recurvum
1128650,27696,Trichocentrum,fuscum
1128670,24914,Triceratorhynchus,viridiflorus
1128699,29137,Tolumnia,variegata
1128713,29119,Tolumnia,guibertiana
1128725,31583,Tipularia,discolor
1128736,1703,Benthamia,rostrata Schltr.
1128737,1702,Benthamia,procera Schltr.
1128738,1701,Benthamia,praecox Schltr.
1128739,1700,Benthamia,perularioides Schltr.
1128744,1695,Benthamia,monophylla Schltr.
1128751,1687,Benthamia,humbertii H.
1128753,1682,Benthamia,glaberrima Ridl.
1128755,1678,Benthamia,elata Schltr.
1128757,1677,Benthamia,dauphinensis Rolfe
1128953,6185,Thelymitra,papuana J.
1128992,6131,Thelymitra,cyanea Lindl.
1129063,33853,Tetramicra,canaliculata
1129107,28126,Telipogon,peruvianus
1129184,27975,Telipogon,biolleyi
1129356,26493,Taeniophyllum,gracillimum
1129435,30985,Batemannia,colleyi
1129558,3136,Himantoglossum,metlesicsianum W.
1129639,34968,Barbosella,orbicularis
1129643,34965,Barbosella,geminata
1129689,15964,Stereosandra,javanica
1129794,39628,Stelis,tristyla
1129812,39583,Stelis,tenuilabris
1129848,39463,Stelis,santiagoensis
1129873,39389,Stelis,pygmaea
1129895,39308,Stelis,perpusilliflora
1129901,39288,Stelis,pauciflora
1129908,39272,Stelis,paraensis
1129923,39229,Stelis,ophioglossoides
1129975,39112,Stelis,maxima
1129996,39058,Stelis,lindleyana
1130014,38615,Stelis,ciliaris
1130018,38978,Stelis,itatiayae
1130033,38917,Stelis,guianensis
1130063,38830,Stelis,filiformis
1130134,38568,Stelis,calotricha
1130167,38476,Stelis,argentata
1130258,31224,Stanhopea,candida
1130267,31168,Acineta,alticola
1130273,14953,Spiranthes,tuberosa
1130276,14945,Spiranthes,sinensis
1130278,14944,Spiranthes,romanzoffiana
1130281,14941,Spiranthes,porrifolia
1130283,14939,Spiranthes,ovalis
1130284,14938,Spiranthes,odorata
1130285,14937,Spiranthes,ochroleuca
1130287,14932,Spiranthes,magnicamporum
1130288,14931,Spiranthes,lucida
1130289,14930,Spiranthes,longilabris
1130290,14929,Spiranthes,laciniata
1130291,14928,Spiranthes,lacera
1130294,14926,Spiranthes,infernalis
1130300,14920,Spiranthes,delitescens
1130302,14919,Spiranthes,cernua
1130306,14918,Spiranthes,brevilabris
1130319,38088,Specklinia,grobyi
1130333,23647,Spathoglottis,plicata
1130426,7910,Laelia,purpurata
1130503,29320,Solenidium,racemosum
1130504,29318,Solenidium,lunatum
1130519,15668,Sobralia,yauaperyensis
1130526,15659,Sobralia,violacea
1130527,15657,Sobralia,valida
1130532,15646,Sobralia,stenophylla
1130551,15609,Sobralia,pumila
1130566,15582,Sobralia,margaritae
1130568,15580,Sobralia,malmiana
1130577,15567,Sobralia,liliastrum
1130597,15537,Sobralia,fragrans
1130606,15638,Sobralia,sessilis
1130626,15490,Sobralia,augusta
1130634,24351,Sobennikoffia,poissoniana
1130656,14524,Skeptrostachys,arechavaletanii
1130754,4066,Serapias,nurrica Corrias
1130779,841,Selenipedium,steyermarkii Foldats
1130781,838,Selenipedium,isabelianum Barb.
1131150,31849,Scaphyglottis,sickii
1131154,31846,Scaphyglottis,reflexa
1131158,31840,Scaphyglottis,prolifera
1131180,31815,Scaphyglottis,fusiformis
1131191,31793,Scaphyglottis,boliviensis
1131319,1531,Satyrium,ecalcaratum Schltr.
1131374,14796,Sarcoglottis,veyretiae
1131397,14759,Sarcoglottis,herzogii
1131399,14757,Sarcoglottis,grandiflora
1131409,14746,Sarcoglottis,amazonica
1131412,14743,Sarcoglottis,acaulis
1131419,26336,Sarcochilus,rarus
1131424,26331,Sarcochilus,koghiensis
1131432,26324,Sarcochilus,falcatus
1131572,29405,Rodriguezia,negrensis
1131574,29404,Rodriguezia,luteola
1131580,29397,Rodriguezia,huebneri
1131594,29382,Rodriguezia,carnea
1131647,23004,Ridleyella,paniculata
1131748,24866,Rhipidoglossum,tanneri
1131755,24858,Rhipidoglossum,polydactylum
1131759,24852,Rhipidoglossum,ovale
1131762,24850,Rhipidoglossum,obanense
1131767,24844,Rhipidoglossum,melianthum
1131773,24836,Rhipidoglossum,globulosocalcaratum
1131779,24824,Rhipidoglossum,brevifolium
1131917,35041,Restrepia,trichoglossa
1131968,25858,Renanthera,isosepala
1132117,29659,Quekettia,papillosa
1132118,29658,Quekettia,microscopica
1132195,6586,Pterostylis,squamata R.
1132196,6585,Pterostylis,splendens D.
1132220,6536,Pterostylis,praetermissa M.
1132236,6494,Pterostylis,mutica R.
1132253,6448,Pterostylis,hispidula Fitzg.
1132267,6412,Pterostylis,erecta T.
1132293,6363,Pterostylis,bureaviana Schltr.
1132319,6311,Pterostylis,acuminata R.
1132380,27581,Psychopsis,papilio
1132388,34250,Psychilis,olivacea
1132389,34249,Psychilis,monensis
1132390,34248,Psychilis,macconnelliae
1132391,34247,Psychilis,krugii
1132392,34246,Psychilis,kraenzlinii
1132402,15716,Psilochilus,modestus
1132404,15713,Psilochilus,macrophyllus
1132407,29039,Aspasia,variegata
1132490,34230,Prosthechea,vespa
1132511,34202,Prosthechea,pygmaea
1132552,34147,Prosthechea,fragrans
1132559,7942,Prosthechea,cochleata
1132559,34136,Prosthechea,cochleata
1132567,34126,Prosthechea,calamaria
1132573,34118,Prosthechea,boothiana
1132583,34107,Prosthechea,aemula
1132681,7547,Prescottia,stachyodes Sw.
1132690,7540,Prescottia,oligantha Sw.
1132767,5028,Prasophyllum,giganteum Lindl.
1132776,5019,Prasophyllum,favonium D.
1132927,7703,Ponthieva,ventricosa Griseb.
1132978,7639,Ponthieva,brittoniae Ames
1133014,25834,Pomatocalpa,spicatum
1133039,24053,Polystachya,xerophila
1133040,24051,Polystachya,woosnamii
1133044,24046,Polystachya,virginea
1133048,24043,Polystachya,victoriae
1133053,24038,Polystachya,tsinjoarivensis
1133055,24036,Polystachya,troupiniana
1133056,24035,Polystachya,tridentata
1133060,24033,Polystachya,testuana
1133062,24031,Polystachya,tenella
1133063,24030,Polystachya,teitensis
1133068,24025,Polystachya,subdiphylla
1133075,24019,Polystachya,stauroglossa
1133081,24012,Polystachya,setifera
1133083,24010,Polystachya,serpentina
1133086,24006,Polystachya,ruwenzoriensis
1133088,24005,Polystachya,rugosilabia
1133097,23996,Polystachya,retusiloba
1133102,23990,Polystachya,pudorina
1133106,23986,Polystachya,proterantha
1133107,23984,Polystachya,praecipitis
1133110,23981,Polystachya,poikilantha
1133118,23973,Polystachya,parviflora
1133121,23969,Polystachya,pachychila
1133128,23963,Polystachya,nyanzensis
1133137,23950,Polystachya,mildbraedii
1133151,23938,Polystachya,lukwangulensis
1133152,23937,Polystachya,longiscapa
1133158,23929,Polystachya,leonardiana
1133164,23924,Polystachya,laurentii
1133169,23918,Polystachya,kermesina
1133172,23913,Polystachya,isochiloides
1133174,23910,Polystachya,holstii
1133180,23903,Polystachya,hastata
1133183,23900,Polystachya,gracilenta
1133187,23896,Polystachya,geniculata
1133196,23889,Polystachya,fallax
1133198,23887,Polystachya,expansa
1133201,23886,Polystachya,eurygnatha
1133209,23873,Polystachya,disticha
1133210,23872,Polystachya,disiformis
1133211,23871,Polystachya,dewanckeliana
1133216,23865,Polystachya,cribbiana
1133221,23862,Polystachya,cooperi
1133226,23856,Polystachya,caudata
1133229,23853,Polystachya,canaliculata
1133237,23846,Polystachya,brugeana
1133244,23838,Polystachya,bicalcarata
1133261,23818,Polystachya,acuminata
1133265,29553,Polyotidium,huebneri
1133269,31206,Polycycnis,surinamensis
1133329,21974,Podochilus,microphyllus
1133351,21951,Podochilus,cultratus
1133403,23674,Plocoglottis,copelandii
1133405,23672,Plocoglottis,borneensis
1133486,40243,Pleurothallis,suspensa
1133557,40186,Pleurothallis,ruscifolia
1133567,40179,Pleurothallis,rowleei
1133599,40144,Pleurothallis,pruinosa
1133680,35653,Anathallis,nanifolia
1133770,35630,Anathallis,kleinii
1133799,35624,Anathallis,humilis
1133805,39972,Pleurothallis,hitchcockii
1133889,39896,Pleurothallis,discoidea
1134017,39789,Pleurothallis,bivalvis
11340537,17721,Dendrobium,macrostachyum
1134118,16032,Pleione,forrestii
1134120,7958,Pleione,formosana
1134120,16031,Pleione,formosana
1134125,16028,Pleione,chunii
1134140,29339,Plectrophora,cultrifolia
1134141,29338,Plectrophora,calcarhamata
1134243,38330,Platystele,minimiflora
1134265,38300,Platystele,edmundoi
1134305,2966,Platycoryne,mediocris Summerh.
1134320,4540,Platanthera,zothecina L.
1134334,4483,Platanthera,sparsiflora S.
1134352,4473,Platanthera,psycodes L.
1134354,4472,Platanthera,praeclara Sheviak
1134360,4464,Platanthera,oreophila W.
1134362,4461,Platanthera,orbiculata Pursh
1134370,4457,Platanthera,obtusata Banks
1134371,4455,Platanthera,nivea Nutt.
1134386,4431,Platanthera,leucophaea Nutt.
1134390,4427,Platanthera,lacera Michx.
1134398,4413,Platanthera,hyperborea L.
1134400,4412,Platanthera,huronensis Nutt.
1134401,4411,Platanthera,hookeri Torr.
1134409,4401,Platanthera,grandiflora Bigelow
1134416,4395,Platanthera,flava L.
1134417,4469,Platanthera,peramoena A.
1134418,4394,Platanthera,finetiana Schltr.
1134427,4379,Platanthera,deflexilabella K.
1134431,4376,Platanthera,cristata Michx.
1134435,4370,Platanthera,clavellata Michx.
1134436,4369,Platanthera,ciliaris L.
1134440,4366,Platanthera,chapmanii Small
1134450,4356,Platanthera,blephariglottis Willd.
1134459,4348,Platanthera,aquilonis Sheviak
1134492,4536,Platanthera,yadonii Rand.
1134854,23237,Phreatia,plantaginifolia
11349032,26668,Cymbidium,elegans
1134964,23123,Phreatia,constricta
1134997,23090,Phreatia,alpina
1135002,939,Phragmipedium,vittatum Vell.
1135011,930,Phragmipedium,lindenii Lindl.
1135018,920,Phragmipedium,caricinum Lindl.
1135520,25548,Phalaenopsis,violacea
1135526,7916,Phalaenopsis,stuartiana
1135544,25519,Phalaenopsis,micholitzii
1135553,25507,Phalaenopsis,lindenii
1135586,7915,Phalaenopsis,amabilis
1135623,23382,Phaius,flavus
1135627,23378,Phaius,corymbioides
1135715,1752,Peristylus,goodyeroides D.
1135731,1742,Peristylus,constrictus Lindl.
1135755,31404,Peristeria,pendula
1135761,31397,Peristeria,cerina
1135788,14726,Pelexia,sceptrum
1135829,14675,Pelexia,goninensis
1135842,14658,Pelexia,callifera
1135917,7139,Papuaea,reticulata Schltr.
1135930,1098,Paphiopedilum,wilhelminae L.
1135931,1097,Paphiopedilum,wentworthianum Schoser
1135932,1095,Paphiopedilum,wardii Summerh.
1135933,1092,Paphiopedilum,violascens Schltr.
1135934,1086,Paphiopedilum,villosum Lindl.
1135935,1085,Paphiopedilum,vietnamense O.
1135938,1077,Paphiopedilum,venustum Wall.
1135940,1075,Paphiopedilum,urbanianum Fowlie
1135941,1073,Paphiopedilum,tranlienianum O.
1135943,1070,Paphiopedilum,tigrinum Koop.
1135946,1064,Paphiopedilum,sukhakulii Schoser
1135947,1063,Paphiopedilum,sugiyamanum Cavestro
1135953,1057,Paphiopedilum,schoseri Braem
1135954,1055,Paphiopedilum,sangii Braem
1135957,1047,Paphiopedilum,randsii Fowlie
1135958,1045,Paphiopedilum,purpuratum Lindl.
1135959,1043,Paphiopedilum,primulinum M.
1135968,1036,Paphiopedilum,ooii Koop.
1135970,1031,Paphiopedilum,micranthum Tang
1135973,1027,Paphiopedilum,malipoense S.
1135974,1023,Paphiopedilum,lowii Lindl.
1135976,1022,Paphiopedilum,liemianum Fowlie
1135978,1020,Paphiopedilum,kolopakingii Fowlie
1135980,1018,Paphiopedilum,javanicum Reinw.
1135981,1016,Paphiopedilum,intaniae Cavestro
1135982,1015,Paphiopedilum,insigne Wall.
1135984,1010,Paphiopedilum,hirsutissimum Lindl.
1135986,1009,Paphiopedilum,henryanum Braem
1135987,1008,Paphiopedilum,hennisianum M.
1135988,1007,Paphiopedilum,helenae Aver.
1135990,1005,Paphiopedilum,hangianum Perner
1135993,998,Paphiopedilum,godefroyae God.-Leb.
1135994,997,Paphiopedilum,glaucophyllum J.
1135995,996,Paphiopedilum,glanduliferum Blume
1135998,994,Paphiopedilum,fowliei Birk
1136000,993,Paphiopedilum,fairrieanum Lindl.
1136001,992,Paphiopedilum,exul Ridl.
1136003,991,Paphiopedilum,emersonii Koop.
1136004,990,Paphiopedilum,druryi Bedd.
1136006,988,Paphiopedilum,dianthum Tang
1136007,987,Paphiopedilum,delenatii Guillaumin
1136012,979,Paphiopedilum,charlesworthii Rolfe
1136019,965,Paphiopedilum,barbatum Lindl.
1136020,964,Paphiopedilum,armeniacum S.
1136023,961,Paphiopedilum,appletonianum Gower
1136025,959,Paphiopedilum,adductum Asher
1136026,958,Paphiopedilum,acmodontum M.
1136038,31037,Paphinia,grandiflora
1136039,16016,Arethusa,bulbosa
1136041,31035,Paphinia,cristata
1136072,15323,Palmorchis,trilobulata
1136074,15321,Palmorchis,sobralioides
1136077,15316,Palmorchis,puber
1136078,15315,Palmorchis,prospectorum
1136082,15311,Palmorchis,pabstii
1136087,15298,Palmorchis,duckei
1136131,6643,Pachyplectron,neocaledonicum Schltr.
11362017,1096,Paphiopedilum,wenshanense Z.
1136263,27830,Ornithocephalus,gladiatus
1136276,27817,Ornithocephalus,ciliatus
1136283,27808,Ornithocephalus,bicornis
1136288,31766,Orleanesia,yauaperyensis
1136293,31763,Orleanesia,maculata
1136295,31762,Orleanesia,cuneipetala
1136296,31761,Orleanesia,amazonica
1136300,21677,Orestias,micrantha
1136358,4242,Orchis,brancifortii Biv.
1136478,3430,Ophrys,lunulata Parl.
1136487,3424,Ophrys,kotschyi H.
1136493,3416,Ophrys,insectifera L.
1136540,3219,Ophrys,bertolonii Moretti
1136551,25656,Acampe,carinata
1136640,28346,Oncidium,baueri
1136750,28405,Oncidium,ensatum
11367612,24651,Beclardia,grandiflora
1136826,28323,Oncidium,altissimum
1136990,34860,Octomeria,yauaperyensis
1137001,34845,Octomeria,taracuana
1137007,34836,Octomeria,setigera
1137012,34831,Octomeria,sarthouae
1137021,34820,Octomeria,rodeiensis
1137028,34817,Octomeria,pygmaea
1137041,34798,Octomeria,nana
1137057,34754,Octomeria,exigua
1137062,34776,Octomeria,integrilabia
1137069,34767,Octomeria,guentheriana
1137070,34766,Octomeria,grandiflora
1137071,34765,Octomeria,graminifolia
1137082,34756,Octomeria,filifolia
1137089,34751,Octomeria,erosilabia
1137135,23045,Octarrhena,saccolabioides
1137312,21828,Oberonia,mindorensis
1137485,21681,Oberonia,acaulis
1137491,29551,Notylia,yauaperyensis
1137502,29543,Notylia,rhombilabia
1137505,29540,Notylia,punctata
1137507,29538,Notylia,platyglossa
1137519,29531,Notylia,microchila
1137529,29521,Notylia,inversa
1137535,29516,Notylia,flexuosa
1137545,29504,Notylia,barkeri
1137546,29503,Notylia,aromatica
1137548,29501,Notylia,angustifolia
1137556,22144,Appendicula,tenuispica
1137580,22120,Appendicula,polyantha
1137673,22102,Appendicula,negrosiana
1137733,22055,Appendicula,fasciculata
1137778,15146,Neottia,nidus-avis
1137828,22027,Appendicula,calcarata
1137849,525,Apostasia,wallichii R.
1137859,3086,Neobolusia,stolzii Schltr.
1137885,24882,Mystacidium,pulchellum
1137886,24881,Mystacidium,nguruense
1137900,7862,Myrosmodes,chiogena Schltr.
1137932,34927,Myoxanthus,trachychlamys
1137943,34914,Myoxanthus,parvilabius
1137962,34895,Myoxanthus,exasperatus
1138008,27517,Mormodes,tigrina
1138020,27505,Mormodes,rosea
1138056,27462,Mormodes,elegans
1138058,27459,Mormodes,dasilvae
1138059,27458,Mormodes,cucumerina
1138065,27452,Mormodes,castroi
1138069,27448,Mormodes,buccinator
1138072,27445,Mormodes,auriculata
1138074,27443,Mormodes,aurantiaca
1138075,27442,Mormodes,atropurpurea
1138240,31624,Aplectrum,hyemale
1138271,26016,Micropera,pallida
1138301,24630,Microcoelia,nyungwensis
1138320,24605,Microcoelia,bulbocalcarata
1138354,15029,Mesadenus,lucayanus
1138376,5336,Megastylis,rara Schltr.
1138377,5335,Megastylis,paradoxa Kraenzl.
1138378,5334,Megastylis,montana Schltr.
1138380,5332,Megastylis,latilabris Schltr.
1138386,22985,Mediocalcar,uniflorum
1138387,22984,Mediocalcar,umboiense
1138388,22983,Mediocalcar,subteres
1138389,22982,Mediocalcar,stevenscoodei
1138390,22981,Mediocalcar,pygmaeum
1138392,22980,Mediocalcar,papuanum
1138393,22978,Mediocalcar,geniculatum
1138394,22977,Mediocalcar,decoratum
1138395,22976,Mediocalcar,crenulatum
1138396,22975,Mediocalcar,congestum
1138397,22974,Mediocalcar,bulbophylloides
1138399,22973,Mediocalcar,bifolium
1138400,22972,Mediocalcar,arfakense
1138401,22971,Mediocalcar,agathodaemonis
1138404,30335,Maxillaria,yauaperyensis
1138406,30333,Maxillaria,xylobiiflora
1138457,30270,Maxillaria,tenuis
1138492,30225,Maxillaria,setigera
1138533,30168,Maxillaria,quelchii
1138550,30141,Maxillaria,porrecta
1138576,30109,Maxillaria,pauciflora
1138584,30101,Maxillaria,parkeri
1138646,30026,Maxillaria,meridensis
1138648,30023,Maxillaria,melina
1138684,29980,Maxillaria,leucaimata
1138821,29803,Maxillaria,connellii
1138829,29794,Maxillaria,coccinea
1138836,29787,Maxillaria,chlorantha
1138871,29741,Maxillaria,brachybulbon
1138875,29737,Maxillaria,bolivarensis
1138909,29686,Maxillaria,albata
1138966,37807,Masdevallia,venezuelana
1138970,7948,Masdevallia,veitchiana
1138972,37801,Masdevallia,vargasii
1139145,37586,Masdevallia,norae
1139166,37560,Masdevallia,minuta
1139336,37343,Masdevallia,cuprea
1139409,37250,Masdevallia,atahualpa
1139504,21520,Malaxis,monophyllos
1139533,21586,Malaxis,unifolia
1139578,21568,Malaxis,spicata
1139585,21562,Malaxis,seychellarum
1139691,21524,Malaxis,muscifera
1139723,21567,Malaxis,soulei
1139818,21473,Malaxis,excavata
1139882,21461,Malaxis,corymbosa
1139894,21444,Malaxis,bayardii
1140002,29492,Macroclinium,wullschlaegelianum
1140013,29475,Macroclinium,mirabile
1140034,29452,Macroclinium,brasiliense
1140042,29441,Macradenia,tridentata
1140046,29437,Macradenia,paraensis
1140048,29436,Macradenia,lutescens
1140052,29431,Macradenia,amazonica
1140130,7950,Lycaste,skinneri
1140204,25042,Luisia,brachystachys
1140257,27783,Lockhartia,latilabris
1140258,27781,Lockhartia,imbricata
1140396,20668,Liparis,barbata
1140490,20876,Liparis,puncticulata
1140522,20848,Liparis,odorata
1140583,20811,Liparis,longipetala
1140584,20810,Liparis,longicaulis
1140649,20775,Liparis,hawaiensis
1140661,20765,Liparis,gracilenta
1140663,20764,Liparis,goodyeroides
1140772,20687,Liparis,bulbophylloides
1140814,20661,Liparis,ascendens
1141155,36937,Lepanthes,woodburyana
1141183,36903,Lepanthes,veleziana
1141330,36725,Lepanthes,sanguinea
1141340,36708,Lepanthes,rupestris
1141343,36704,Lepanthes,rubripetala
1141446,36581,Lepanthes,pariaensis
1141537,36476,Lepanthes,mucronata
1141665,36310,Lepanthes,isochila
1141698,36271,Lepanthes,hubeinii
1141810,36147,Lepanthes,exilis
1141833,36116,Lepanthes,eltoroensis
1141864,36074,Lepanthes,dodiana
1141918,36002,Lepanthes,cremersii
1142021,35887,Lepanthes,brasiliensis
1142135,29357,Leochilus,puertoricensis
1142138,29353,Leochilus,labiatus
1142148,24362,Lemurella,virescens
1142149,24361,Lemurella,papillosa
1142275,14902,Lankesterella,gnomus
1142350,34541,Laelia,rubescens
1142355,34537,Laelia,marginata
1142374,7909,Laelia,anceps
1142468,30963,Koellensteinia,hyacinthoides
1142583,24328,Jumellea,peyrotii
1142591,24321,Jumellea,maxillarioides
1142595,24317,Jumellea,longivaginans
1142619,24296,Jumellea,arborescens
1142621,24294,Jumellea,anjouanensis
1142642,31774,Jacquiniella,globosa
1142644,31772,Jacquiniella,equitantifolia
1142649,26827,Ansellia,africana
1142652,610,Isotria,medeoloides Pursh
1142657,31568,Isochilus,linearis
1142673,7512,Anoectochilus,zhejiangensis Z.
1142675,29563,Ionopsis,utricularioides
1142720,7502,Anoectochilus,sandvicensis Lindl.
1142731,7487,Anoectochilus,koshunensis Hayata
1142845,30753,Huntleya,lucida
11844456,7465,Anoectochilus,Blume
11846345,18482,Bulbophyllum,
12160102,1069,Paphiopedilum,thaianum Iamwir.
1291956,2306,Habenaria,macroceratitis Willd.
1292694,4274,Orchis,sitiaca Renz
1293728,884,Cypripedium,parviflorum Salisb.
1293730,883,Cypripedium,parviflorum Salisb.
15730773,35362,Acianthera,variegata
15790,38407,Stelis,
17059088,25823,Pomatocalpa,floresanum
17267,1501,Satyrium,Sw.
17273,31894,Epidendrum,
17835,15197,Epipactis,
17841,15256,Cephalanthera,
17847,21435,Malaxis,
17854,6910,Erythrodes,Blume
17856,16009,Calopogon,
18444,1828,Habenaria,Willd.
2027948,24500,Campylocentrum,pygmaeum
21189369,4545,Galearis,Raf.
21191346,27525,Cyrtopodium,
229027,18868,Bulbophyllum,comatum
229130,18878,Bulbophyllum,comptonii
229245,21890,Oberonia,seidenfadenii
229394,18938,Bulbophyllum,cupreum
229946,18945,Bulbophyllum,cyanotriche
230310,18952,Bulbophyllum,cylindraceum
230373,40344,Pabstiella,determannii
230376,40440,Pabstiella,yauaperyensis
230575,18953,Bulbophyllum,cylindrobulbum
23074566,19459,Bulbophyllum,lagaroglossum
23074585,20251,Bulbophyllum,scorpio
23081307,35978,Lepanthes,conchyliata
231116,18661,Bulbophyllum,betchei
231446,18968,Bulbophyllum,debile
231490,20268,Bulbophyllum,septatum
231512,18973,Bulbophyllum,decatriche
231554,18982,Bulbophyllum,delitescens
231577,20371,Bulbophyllum,subapetalum
23616468,27820,Ornithocephalus,cujeticola
23768460,843,Cypripedium,L.
23768487,7758,Cranichis,Sw.
23768488,7634,Ponthieva,R. Br.
23768512,7887,Eltroplectris,Raf.
23768555,31559,Isochilus,
23768556,31592,Govenia,
24004517,716,Vanilla,cribbiana Soto
245345,19006,Bulbophyllum,dichotomum
245679,19019,Bulbophyllum,discilabium
245947,19080,Bulbophyllum,encephalodes
246864,19090,Bulbophyllum,erinaceum
246870,19095,Bulbophyllum,erythroglossum
246889,19106,Bulbophyllum,exaltatum
247083,19119,Bulbophyllum,falcifolium
24731,20644,Liparis,
247425,19158,Bulbophyllum,flavofimbriatum
247610,19179,Bulbophyllum,fritillariiflorum
247704,5055,Prasophyllum,mimulum D.
247740,19210,Bulbophyllum,gilgianum
247976,19238,Bulbophyllum,graciliscapum
248069,19248,Bulbophyllum,gravidum
248175,19276,Bulbophyllum,hamelinii
248182,19279,Bulbophyllum,haniffii
248191,19281,Bulbophyllum,hapalanthos
248314,19301,Bulbophyllum,hexarhopalon
248371,19309,Bulbophyllum,hirsutiusculum
248745,19320,Bulbophyllum,horizontale
248921,19351,Bulbophyllum,imerinense
249164,19390,Bulbophyllum,ischnopus
249296,19417,Bulbophyllum,kainochiloides
249374,19431,Bulbophyllum,kenae
249456,19439,Bulbophyllum,khasyanum
249474,19445,Bulbophyllum,kivuense
249563,31790,Scaphyglottis,bidentata
249569,31811,Scaphyglottis,emarginata
249571,31823,Scaphyglottis,imbricata
249579,19462,Bulbophyllum,lakatoense
249670,19481,Bulbophyllum,latipes
249699,19485,Bulbophyllum,laxum
249755,19500,Bulbophyllum,leopardinum
249775,19502,Bulbophyllum,lepanthiflorum
249843,19511,Bulbophyllum,leptoleucum
249849,19512,Bulbophyllum,leptophyllum
249897,19520,Bulbophyllum,leucothyrsus
249962,19545,Bulbophyllum,lingulatum
249973,19553,Bulbophyllum,lizae
249984,7922,Bulbophyllum,lobbii
251466,19579,Bulbophyllum,lophoton
251511,19602,Bulbophyllum,macilentum
251521,19607,Bulbophyllum,macranthum
251695,19614,Bulbophyllum,macrourum
251724,19633,Bulbophyllum,mangenotii
251753,19636,Bulbophyllum,manobulbum
251804,19648,Bulbophyllum,masoalanum
251905,18635,Bulbophyllum,bacilliferum
251933,19667,Bulbophyllum,melleum
252000,19679,Bulbophyllum,mesodon
252881,19701,Bulbophyllum,minax
