id,scientific_name,genus,species,author,synonyms,common_names,created_at,updated_at
4597,Dactylorhiza incarnata var. haematodes (Rchb.) Verm.,Dactylorhiza,incarnata,,,,2025-09-07 07:08:44.883014,2025-09-07 07:08:44.883017
4598,Dactylorhiza incarnata var. hyphaematodes (Neuman) Løjtnant,Dactylorhiza,incarnata,,,,2025-09-07 07:08:44.922074,2025-09-07 07:08:44.922078
4599,Dactylorhiza incarnata var. immaculata Romolini & Sodi,Dactylorhiza,incarnata,,,,2025-09-07 07:08:44.971076,2025-09-07 07:08:44.97108
4600,Dactylorhiza incarnata var. jugicrucis (Akhalk.,Dactylorhiza,incarnata,,,,2025-09-07 07:08:45.010322,2025-09-07 07:08:45.010324
4601,Dactylorhiza incarnata var. latissima (Zapal.) Verm.,Dactylorhiza,incarnata,,,,2025-09-07 07:08:45.0493,2025-09-07 07:08:45.049302
4602,Dactylorhiza incarnata var. lobelii Verm.,Dactylorhiza,incarnata,,,,2025-09-07 07:08:45.088103,2025-09-07 07:08:45.088105
4603,Dactylorhiza incarnata ssp. coccinea (Pugsley) Soó,Dactylorhiza,incarnata ssp.,,,,2025-09-07 07:08:45.127169,2025-09-07 07:08:45.12717
4604,Dactylorhiza incarnata ssp. cruenta (O. F. Müll.) P. D. Sell,Dactylorhiza,incarnata ssp.,,,,2025-09-07 07:08:45.166042,2025-09-07 07:08:45.166045
4605,Dactylorhiza incarnata ssp. krylovii (Soó) M. H. J. van der Meer,Dactylorhiza,incarnata ssp.,,,,2025-09-07 07:08:45.205429,2025-09-07 07:08:45.205432
4606,Dactylorhiza incarnata ssp. ochroleuca (Wüstnei ex Boll) P. F. Hunt & Summerh.,Dactylorhiza,incarnata ssp.,,,,2025-09-07 07:08:45.244678,2025-09-07 07:08:45.244681
4607,Dactylorhiza incarnata ssp. pulchella (Druce) Hesl.-Harr.f.,Dactylorhiza,incarnata ssp.,,,,2025-09-07 07:08:45.284172,2025-09-07 07:08:45.284174
4608,Dactylorhiza incarnata ssp. serotina (Hausskn. ex M. Schulze) Soó & D. M. Moore,Dactylorhiza,incarnata ssp.,,,,2025-09-07 07:08:45.323549,2025-09-07 07:08:45.323552
4609,Dactylorhiza incarnata ssp. versicolor (J. C. Schmidt ex Lüscher) Potucek,Dactylorhiza,incarnata ssp.,,,,2025-09-07 07:08:45.363571,2025-09-07 07:08:45.363574
4610,Dactylorhiza insularis (Sommier) Landwehr,Dactylorhiza,insularis Sommier,,,,2025-09-07 07:08:45.403695,2025-09-07 07:08:45.403699
4611,Dactylorhiza kafiriana Renz,Dactylorhiza,kafiriana Renz,,,,2025-09-07 07:08:45.443188,2025-09-07 07:08:45.443191
4612,Dactylorhiza kerryensis (Wilmott) P. F. Hunt & Summerh.,Dactylorhiza,kerryensis Wilmott,,,,2025-09-07 07:08:45.482805,2025-09-07 07:08:45.482808
4613,Dactylorhiza kerryensis (Wilmott) P. F. Hunt & Summerh. var. occidentalis (Pugsley) Jebb,Dactylorhiza,kerryensis Wilmott,,,,2025-09-07 07:08:45.532446,2025-09-07 07:08:45.532449
4614,Dactylorhiza lapponica (Laest. ex Hartm.) Soó,Dactylorhiza,lapponica Laest.,,,,2025-09-07 07:08:45.571614,2025-09-07 07:08:45.571617
4615,Dactylorhiza maculata ssp. maculata (L.) Soó,Dactylorhiza,maculata ssp.,,,,2025-09-07 07:08:45.610864,2025-09-07 07:08:45.610866
4616,Dactylorhiza maculata var. arduennensis (Zadoks) Kreutz,Dactylorhiza,maculata,,,,2025-09-07 07:08:45.651733,2025-09-07 07:08:45.651735
4617,Dactylorhiza maculata var. averyanovii Jagiello,Dactylorhiza,maculata,,,,2025-09-07 07:08:45.691724,2025-09-07 07:08:45.691728
4618,Dactylorhiza maculata var. bucovina (Kreutz,Dactylorhiza,maculata,,,,2025-09-07 07:08:45.731055,2025-09-07 07:08:45.731057
4619,Dactylorhiza maculata var. nummularia Pikner,Dactylorhiza,maculata,,,,2025-09-07 07:08:45.772827,2025-09-07 07:08:45.77283
4620,Dactylorhiza maculata ssp. arcana Trávn.,Dactylorhiza,maculata ssp.,,,,2025-09-07 07:08:45.811976,2025-09-07 07:08:45.811978
4621,Dactylorhiza maculata ssp. caramulensis Verm.,Dactylorhiza,maculata ssp.,,,,2025-09-07 07:08:45.851361,2025-09-07 07:08:45.851364
4622,Dactylorhiza maculata ssp. elodes (Griseb.) Soó,Dactylorhiza,maculata ssp.,,,,2025-09-07 07:08:45.890575,2025-09-07 07:08:45.890577
4623,Dactylorhiza maculata ssp. ericetorum (E. F. Linton) P. F. Hunt & Summerh.,Dactylorhiza,maculata ssp.,,,,2025-09-07 07:08:45.930249,2025-09-07 07:08:45.930252
4624,Dactylorhiza maculata var. terschellingensis (Verm.) comb. ined.,Dactylorhiza,maculata,,,,2025-09-07 07:08:45.969442,2025-09-07 07:08:45.969445
4625,Dactylorhiza maculata ssp. islandica (Á. Löve & D. Löve) Soó,Dactylorhiza,maculata ssp.,,,,2025-09-07 07:08:46.008525,2025-09-07 07:08:46.008529
4626,Dactylorhiza maculata ssp. kolaensis (Montell) Kreutz,Dactylorhiza,maculata ssp.,,,,2025-09-07 07:08:46.047692,2025-09-07 07:08:46.047696
4627,Dactylorhiza maculata ssp. pyrenaica Kreutz,Dactylorhiza,maculata ssp.,,,,2025-09-07 07:08:46.08702,2025-09-07 07:08:46.087022
4628,Dactylorhiza maculata ssp. savogiensis (D. Tyteca & Gathoye) Kreutz,Dactylorhiza,maculata ssp.,,,,2025-09-07 07:08:46.126298,2025-09-07 07:08:46.1263
4629,Dactylorhiza maculata ssp. schurii (Klinge) Soó,Dactylorhiza,maculata ssp.,,,,2025-09-07 07:08:46.164819,2025-09-07 07:08:46.16482
4630,Dactylorhiza maculata ssp. sooana Borsos ex Batousek,Dactylorhiza,maculata ssp.,,,,2025-09-07 07:08:46.203621,2025-09-07 07:08:46.203622
4631,Dactylorhiza maculata ssp. transsilvanica (Schur) Soó,Dactylorhiza,maculata ssp.,,,,2025-09-07 07:08:46.243106,2025-09-07 07:08:46.243109
4632,Dactylorhiza magna ssp. magna (Czerniak.) Ikonn.,Dactylorhiza,magna ssp.,,,,2025-09-07 07:08:46.282327,2025-09-07 07:08:46.282331
4633,Dactylorhiza magna ssp. czerniakowskae (Aver.) Eccarius,Dactylorhiza,magna ssp.,,,,2025-09-07 07:08:46.322408,2025-09-07 07:08:46.322411
4634,Dactylorhiza magna ssp. kulikalonica (Chernyak.) Eccarius,Dactylorhiza,magna ssp.,,,,2025-09-07 07:08:46.361475,2025-09-07 07:08:46.361478
4635,Dactylorhiza majalis ssp. majalis (Rchb.) P. F. Hunt & Summerh.,Dactylorhiza,majalis ssp.,,,,2025-09-07 07:08:46.400275,2025-09-07 07:08:46.400278
4636,Dactylorhiza majalis var. alpestris (Pugsley) Wucherpf.,Dactylorhiza,majalis,,,,2025-09-07 07:08:46.439024,2025-09-07 07:08:46.439025
4637,Dactylorhiza majalis var. brevifolia (Rchb.f.) Kreutz,Dactylorhiza,majalis,,,,2025-09-07 07:08:46.478109,2025-09-07 07:08:46.478112
4638,Dactylorhiza majalis var. parvimajalis (D. Tyteca & Gathoye) comb. ined.,Dactylorhiza,majalis,,,,2025-09-07 07:08:46.535459,2025-09-07 07:08:46.535462
4639,Dactylorhiza majalis ssp. baltica (Klinge) Senghas,Dactylorhiza,majalis ssp.,,,,2025-09-07 07:08:46.574977,2025-09-07 07:08:46.57498
4640,Dactylorhiza majalis ssp. brennensis (E. Nelson) D. Tyteca & M. Hedrèn,Dactylorhiza,majalis ssp.,,,,2025-09-07 07:08:46.614628,2025-09-07 07:08:46.614631
4641,Dactylorhiza majalis ssp. elatior (Fr.) M. Hedrén & H. A. Pedersen,Dactylorhiza,majalis ssp.,,,,2025-09-07 07:08:46.653894,2025-09-07 07:08:46.653897
4815,Gymnadenia conopsea (L.) R. Br. var. alpina Rchb.f.,Gymnadenia,conopsea L.,,,,2025-09-07 07:08:53.596445,2025-09-07 07:08:53.596446
4642,Dactylorhiza majalis ssp. kalopissii (E. Nelson) H. A. Pedersen,Dactylorhiza,majalis ssp.,,,,2025-09-07 07:08:46.692983,2025-09-07 07:08:46.692985
4643,Dactylorhiza majalis ssp. macedonica (J. Hölz. & Künkele) H. A. Pedersen,Dactylorhiza,majalis ssp.,,,,2025-09-07 07:08:46.732629,2025-09-07 07:08:46.732632
4644,Dactylorhiza majalis ssp. pythagorae (Gölz & H. R. Reinhard) H. A. Pedersen,Dactylorhiza,majalis ssp.,,,,2025-09-07 07:08:46.784219,2025-09-07 07:08:46.784222
4645,Dactylorhiza majalis ssp. ruthei (M. Schultze ex R. Ruthe) H. Kretzschmar,Dactylorhiza,majalis ssp.,,,,2025-09-07 07:08:46.824016,2025-09-07 07:08:46.824019
4646,Dactylorhiza maurusia (Em. & Maire) Holub,Dactylorhiza,maurusia Em.,,,,2025-09-07 07:08:46.863286,2025-09-07 07:08:46.863289
4647,Dactylorhiza nieschalkiorum H. Baumann & Künkele,Dactylorhiza,nieschalkiorum H.,,,,2025-09-07 07:08:46.902286,2025-09-07 07:08:46.902288
4648,Dactylorhiza osmanica (Klinge) Soó,Dactylorhiza,osmanica Klinge,,,,2025-09-07 07:08:46.941366,2025-09-07 07:08:46.941369
4649,Dactylorhiza osmanica (Klinge) Soó var. anatolica (E. Nelson) Renz & Taubenheim,Dactylorhiza,osmanica Klinge,,,,2025-09-07 07:08:46.98085,2025-09-07 07:08:46.980854
4650,Dactylorhiza praetermissa ssp. praetermissa (Druce) Soó,Dactylorhiza,praetermissa ssp.,,,,2025-09-07 07:08:47.020913,2025-09-07 07:08:47.020923
4651,Dactylorhiza praetermissa var. integrata (E. G. Camus ex Fourcy) D. Tyteca & Gathoye,Dactylorhiza,praetermissa,,,,2025-09-07 07:08:47.061519,2025-09-07 07:08:47.061522
4652,Dactylorhiza praetermissa var. junialis (Verm.) Senghas,Dactylorhiza,praetermissa,,,,2025-09-07 07:08:47.102455,2025-09-07 07:08:47.102459
4653,Dactylorhiza praetermissa var. maculosa D. Tyteca & Gathoye,Dactylorhiza,praetermissa,,,,2025-09-07 07:08:47.14251,2025-09-07 07:08:47.142514
4654,Dactylorhiza praetermissa ssp. schoenophila R. M. Bateman & Denholm,Dactylorhiza,praetermissa ssp.,,,,2025-09-07 07:08:47.181578,2025-09-07 07:08:47.181581
4655,Dactylorhiza purpurella (T. Stephenson & T. A. Stephenson) Soó,Dactylorhiza,purpurella T.,,,,2025-09-07 07:08:47.220468,2025-09-07 07:08:47.22047
4656,Dactylorhiza purpurella (T. Stephenson & T. A. Stephenson) Soó var. atrata (A. J. Richards) A. J. Richards & L. Lewis,Dactylorhiza,purpurella T.,,,,2025-09-07 07:08:47.259916,2025-09-07 07:08:47.259919
4657,Dactylorhiza purpurella (T. Stephenson & T. A. Stephenson) Soó var. cambrensis (R. H. Roberts) R. M. Bateman & Denholm,Dactylorhiza,purpurella T.,,,,2025-09-07 07:08:47.299601,2025-09-07 07:08:47.299604
4658,Dactylorhiza purpurella (T. Stephenson & T. A. Stephenson) Soó var. crassifolia (T. Stephenson & T. A. Stephenson) Landwehr,Dactylorhiza,purpurella T.,,,,2025-09-07 07:08:47.339156,2025-09-07 07:08:47.339159
4659,Dactylorhiza purpurella (T. Stephenson & T. A. Stephenson) Soó var. maculosa (T. Stephenson & T. A. Stephenson) Kreutz,Dactylorhiza,purpurella T.,,,,2025-09-07 07:08:47.378308,2025-09-07 07:08:47.378311
4660,Dactylorhiza purpurella (T. Stephenson & T. A. Stephenson) Soó var. majaliformis (E. Nelson) Kreutz,Dactylorhiza,purpurella T.,,,,2025-09-07 07:08:47.417348,2025-09-07 07:08:47.417351
4661,Dactylorhiza purpurella (T. Stephenson & T. A. Stephenson) Soó var. vadorum (Kreutz & H. Dekker) comb. ined.,Dactylorhiza,purpurella T.,,,,2025-09-07 07:08:47.458096,2025-09-07 07:08:47.458099
4662,Dactylorhiza romana ssp. romana (Sebast.) Soó,Dactylorhiza,romana ssp.,,,,2025-09-07 07:08:47.497679,2025-09-07 07:08:47.497681
4663,Dactylorhiza romana ssp. georgica (Klotzsch) Soó ex Renz & Taubenheim,Dactylorhiza,romana ssp.,,,,2025-09-07 07:08:47.536992,2025-09-07 07:08:47.536996
4664,Dactylorhiza romana ssp. guimaraesii (E. G. Camus) H. A. Pedersen,Dactylorhiza,romana ssp.,,,,2025-09-07 07:08:47.576887,2025-09-07 07:08:47.57689
4665,Dactylorhiza romana ssp. libanotica (Mouterde) Kreutz,Dactylorhiza,romana ssp.,,,,2025-09-07 07:08:47.616289,2025-09-07 07:08:47.616291
4666,Dactylorhiza romana ssp. markusii (Tineo) Holub,Dactylorhiza,romana ssp.,,,,2025-09-07 07:08:47.656029,2025-09-07 07:08:47.656031
4667,Dactylorhiza saccifera ssp. saccifera (Brongn.) Soó,Dactylorhiza,saccifera ssp.,,,,2025-09-07 07:08:47.695634,2025-09-07 07:08:47.695637
4668,Dactylorhiza saccifera ssp. cyrnea (Foelsche & Cord-Landwehr) comb. ined.,Dactylorhiza,saccifera ssp.,,,,2025-09-07 07:08:47.735449,2025-09-07 07:08:47.735451
4669,Dactylorhiza saccifera ssp. gervasiana (Tod.) Kreutz,Dactylorhiza,saccifera ssp.,,,,2025-09-07 07:08:47.774774,2025-09-07 07:08:47.774776
4670,Dactylorhiza saccifera ssp. taurica Kreutz & Isler,Dactylorhiza,saccifera ssp.,,,,2025-09-07 07:08:47.814299,2025-09-07 07:08:47.814301
4671,Dactylorhiza sajanensis Stepanov,Dactylorhiza,sajanensis Stepanov,,,,2025-09-07 07:08:47.855225,2025-09-07 07:08:47.855229
4672,Dactylorhiza salina (Turcz. ex Lindl.) Soó,Dactylorhiza,salina Turcz.,,,,2025-09-07 07:08:47.898489,2025-09-07 07:08:47.898492
4673,Dactylorhiza sambucina (L.) Soó,Dactylorhiza,sambucina L.,,,,2025-09-07 07:08:47.940806,2025-09-07 07:08:47.940809
4674,Dactylorhiza sibirica Efimov,Dactylorhiza,sibirica Efimov,,,,2025-09-07 07:08:47.980129,2025-09-07 07:08:47.980132
4675,Dactylorhiza sphagnicola (Höppner ex Soó) Aver.,Dactylorhiza,sphagnicola Höppner,,,,2025-09-07 07:08:48.019711,2025-09-07 07:08:48.019714
4676,Dactylorhiza sphagnicola (Höppner ex Soó) Aver. var. deweveri (Verm.) Kreutz,Dactylorhiza,sphagnicola Höppner,,,,2025-09-07 07:08:48.05897,2025-09-07 07:08:48.058973
4677,Dactylorhiza sphagnicola (Höppner ex Soó) Aver. var. hoeppneri (A. Fuchs) Kreutz,Dactylorhiza,sphagnicola Höppner,,,,2025-09-07 07:08:48.098265,2025-09-07 07:08:48.098268
4678,Dactylorhiza sphagnicola (Höppner ex Soó) Aver. var. wirtgenii (Höppner) comb. ined.,Dactylorhiza,sphagnicola Höppner,,,,2025-09-07 07:08:48.138938,2025-09-07 07:08:48.138941
4679,Dactylorhiza stortonii Benigni,Dactylorhiza,stortonii Benigni,,,,2025-09-07 07:08:48.178775,2025-09-07 07:08:48.178778
4680,Dactylorhiza traunsteineri ssp. traunsteineri (Saut. ex Rchb.) Soó,Dactylorhiza,traunsteineri ssp.,,,,2025-09-07 07:08:48.218204,2025-09-07 07:08:48.218207
4681,Dactylorhiza traunsteineri var. vosagiaca (Kreutz & P. Wolff) Sonnb.,Dactylorhiza,traunsteineri,,,,2025-09-07 07:08:48.257826,2025-09-07 07:08:48.257829
4682,Dactylorhiza traunsteineri ssp. bohemica (Businský) Kreutz & Sczep.,Dactylorhiza,traunsteineri ssp.,,,,2025-09-07 07:08:48.296858,2025-09-07 07:08:48.296861
4683,Dactylorhiza traunsteineri ssp. irenica (F. M. Vázquez) Kreutz,Dactylorhiza,traunsteineri ssp.,,,,2025-09-07 07:08:48.335843,2025-09-07 07:08:48.335845
4684,Dactylorhiza traunsteineri ssp. rhaetica (H. Baumann & R. Lorenz) F. Benoît,Dactylorhiza,traunsteineri ssp.,,,,2025-09-07 07:08:48.375063,2025-09-07 07:08:48.375066
4685,Dactylorhiza traunsteineri ssp. russowii (Klinge) Soó,Dactylorhiza,traunsteineri ssp.,,,,2025-09-07 07:08:48.414449,2025-09-07 07:08:48.414452
4686,Dactylorhiza traunsteineri ssp. turfosa (F. Proch.) Kreutz,Dactylorhiza,traunsteineri ssp.,,,,2025-09-07 07:08:48.453701,2025-09-07 07:08:48.453703
4687,Dactylorhiza traunsteinerioides (Pugsley) R. M. Bateman & Denholm,Dactylorhiza,traunsteinerioides Pugsley,,,,2025-09-07 07:08:48.493332,2025-09-07 07:08:48.493334
4688,Dactylorhiza traunsteinerioides (Pugsley) R. M. Bateman & Denholm var. ebudensis (Wief. ex R. M. Bateman & Denholm) R. M. Bateman & Denholm,Dactylorhiza,traunsteinerioides Pugsley,,,,2025-09-07 07:08:48.532601,2025-09-07 07:08:48.532603
4689,Dactylorhiza traunsteinerioides (Pugsley) R. M. Bateman & Denholm var. francis-drucei (Wilmott) F. M. Vázquez,Dactylorhiza,traunsteinerioides Pugsley,,,,2025-09-07 07:08:48.571879,2025-09-07 07:08:48.571881
4690,Dactylorhiza umbrosa (Kar. & Kir.) Nevski,Dactylorhiza,umbrosa Kar.,,,,2025-09-07 07:08:48.611033,2025-09-07 07:08:48.611035
4691,Dactylorhiza urvilleana ssp. urvilleana (Steud.) H. Baumann & Künkele,Dactylorhiza,urvilleana ssp.,,,,2025-09-07 07:08:48.650916,2025-09-07 07:08:48.650919
4692,Dactylorhiza urvilleana ssp. bithynica (H. Baumann) H. Baumann & R. Lorenz,Dactylorhiza,urvilleana ssp.,,,,2025-09-07 07:08:48.691531,2025-09-07 07:08:48.691534
4693,Dactylorhiza urvilleana ssp. ilgazica (Kreutz) Kreutz,Dactylorhiza,urvilleana ssp.,,,,2025-09-07 07:08:48.731104,2025-09-07 07:08:48.731107
4694,Dactylorhiza urvilleana ssp. phoenissa B. Baumann & H. Baumann,Dactylorhiza,urvilleana ssp.,,,,2025-09-07 07:08:48.770155,2025-09-07 07:08:48.770158
4695,Dactylorhiza viridis (L.) R. M. Bateman,Dactylorhiza,viridis L.,,,,2025-09-07 07:08:48.809913,2025-09-07 07:08:48.809915
6615,Pterostylis venosa Colenso,Pterostylis,venosa Colenso,,,,2025-09-07 07:10:05.310561,2025-09-07 07:10:05.310565
4697,Dactylorhiza x abantiana H. Baumann & Künkele,Dactylorhiza,x abantiana,,,,2025-09-07 07:08:48.888488,2025-09-07 07:08:48.888491
4698,Dactylorhiza x abeliana (Klotzsch) Peitz,Dactylorhiza,x abeliana,,,,2025-09-07 07:08:48.930457,2025-09-07 07:08:48.93046
4699,Dactylorhiza x aldenii H. Baumann,Dactylorhiza,x aldenii,,,,2025-09-07 07:08:48.970616,2025-09-07 07:08:48.970619
4700,Dactylorhiza x altobracensis (Coste & Soulié) Soó,Dactylorhiza,x altobracensis,,,,2025-09-07 07:08:49.009689,2025-09-07 07:08:49.009691
4701,Dactylorhiza x alutiiqorum (A. Baum & H. Baum) J. M. H. Shaw,Dactylorhiza,x alutiiqorum,,,,2025-09-07 07:08:49.049178,2025-09-07 07:08:49.049181
4702,Dactylorhiza x aschersoniana ssp. aschersoniana (Hausskn.) Borsos & Soó,Dactylorhiza,x aschersoniana,,,,2025-09-07 07:08:49.088761,2025-09-07 07:08:49.088765
4703,Dactylorhiza x aschersoniana var. mulignensis (Gsell) Kümpel,Dactylorhiza,x aschersoniana,,,,2025-09-07 07:08:49.128838,2025-09-07 07:08:49.128841
4704,Dactylorhiza x aschersoniana var. uliginosa Kümpel,Dactylorhiza,x aschersoniana,,,,2025-09-07 07:08:49.168359,2025-09-07 07:08:49.168362
4705,Dactylorhiza x aschersoniana var. wisniewskii (Hemke) Gathoye & D. Tyteca,Dactylorhiza,x aschersoniana,,,,2025-09-07 07:08:49.208449,2025-09-07 07:08:49.208452
4706,Dactylorhiza x aschersoniana ssp. hochreutineriana (K. Hellm.) Gathoye & D. Tyteca,Dactylorhiza,x aschersoniana,,,,2025-09-07 07:08:49.247776,2025-09-07 07:08:49.24778
4707,Dactylorhiza x aschersoniana ssp. ishorica (Aver.) Eccarius,Dactylorhiza,x aschersoniana,,,,2025-09-07 07:08:49.28839,2025-09-07 07:08:49.288392
4708,Dactylorhiza x aschersoniana ssp. templinensis (Potucek) H. Kretzschmar,Dactylorhiza,x aschersoniana,,,,2025-09-07 07:08:49.327402,2025-09-07 07:08:49.327404
4709,Dactylorhiza x baicalica Aver.,Dactylorhiza,x baicalica,,,,2025-09-07 07:08:49.366407,2025-09-07 07:08:49.366408
4710,Dactylorhiza x balabaniana H. Baumann,Dactylorhiza,x balabaniana,,,,2025-09-07 07:08:49.405619,2025-09-07 07:08:49.405622
4711,Dactylorhiza x bayburtiana H. Baumann,Dactylorhiza,x bayburtiana,,,,2025-09-07 07:08:49.44618,2025-09-07 07:08:49.446182
4712,Dactylorhiza x beckeriana (Höppner) Soó,Dactylorhiza,x beckeriana,,,,2025-09-07 07:08:49.485366,2025-09-07 07:08:49.485369
4713,Dactylorhiza x boluiana H. Baumann,Dactylorhiza,x boluiana,,,,2025-09-07 07:08:49.528375,2025-09-07 07:08:49.528378
4714,Dactylorhiza x braunii ssp. braunii (Halácsy) Borsos & Soó,Dactylorhiza,x braunii,,,,2025-09-07 07:08:49.56758,2025-09-07 07:08:49.567583
4715,Dactylorhiza x braunii ssp. lilacina F. Proch.,Dactylorhiza,x braunii,,,,2025-09-07 07:08:49.606517,2025-09-07 07:08:49.606519
4716,Dactylorhiza x braunii ssp. monticola Potucek,Dactylorhiza,x braunii,,,,2025-09-07 07:08:49.646759,2025-09-07 07:08:49.646761
4717,Dactylorhiza x braunii ssp. smitakii Batousek,Dactylorhiza,x braunii,,,,2025-09-07 07:08:49.686302,2025-09-07 07:08:49.686305
4718,Dactylorhiza x breviceras Renz & Taubenheim,Dactylorhiza,x breviceras,,,,2025-09-07 07:08:49.725473,2025-09-07 07:08:49.725475
4719,Dactylorhiza x carnea Soó,Dactylorhiza,x carnea,,,,2025-09-07 07:08:49.764724,2025-09-07 07:08:49.764727
4720,Dactylorhiza x carpathiana Soó,Dactylorhiza,x carpathiana,,,,2025-09-07 07:08:49.8039,2025-09-07 07:08:49.803902
4721,Dactylorhiza x conigera (Norman) B. Bock,Dactylorhiza,x conigera,,,,2025-09-07 07:08:49.842993,2025-09-07 07:08:49.842995
4722,Dactylorhiza x csatoi (Soó) Soó,Dactylorhiza,x csatoi,,,,2025-09-07 07:08:49.88259,2025-09-07 07:08:49.882592
4723,Dactylorhiza x daunia W. Rossi,Dactylorhiza,x daunia,,,,2025-09-07 07:08:49.921769,2025-09-07 07:08:49.921772
4724,Dactylorhiza x delamainii (G. Keller ex T. Stephenson) Soó,Dactylorhiza,x delamainii,,,,2025-09-07 07:08:49.960969,2025-09-07 07:08:49.960973
4725,Dactylorhiza x dinglensis ssp. dinglensis (Wilmott) Soó,Dactylorhiza,x dinglensis,,,,2025-09-07 07:08:50.000799,2025-09-07 07:08:50.000801
4726,Dactylorhiza x dinglensis ssp. robertsii F. Horsman,Dactylorhiza,x dinglensis,,,,2025-09-07 07:08:50.039881,2025-09-07 07:08:50.039884
4727,Dactylorhiza x drucei (A. Camus) Eccarius,Dactylorhiza,x drucei,,,,2025-09-07 07:08:50.079936,2025-09-07 07:08:50.07994
4728,Dactylorhiza x dubreuilhii (G. Keller & Jeanj.) Soó,Dactylorhiza,x dubreuilhii,,,,2025-09-07 07:08:50.119405,2025-09-07 07:08:50.119408
4729,Dactylorhiza x dufftii ssp. dufftii (Hausskn.) Peitz,Dactylorhiza,x dufftii,,,,2025-09-07 07:08:50.15852,2025-09-07 07:08:50.158523
4730,Dactylorhiza x dufftii ssp. gotlandica (Kreutz) Oddone,Dactylorhiza,x dufftii,,,,2025-09-07 07:08:50.197889,2025-09-07 07:08:50.197892
4731,Dactylorhiza x elcitoi Benigni,Dactylorhiza,x elcitoi,,,,2025-09-07 07:08:50.236954,2025-09-07 07:08:50.236957
4732,Dactylorhiza x erdingeri (A. Kern.) B. Bock,Dactylorhiza,x erdingeri,,,,2025-09-07 07:08:50.27612,2025-09-07 07:08:50.276123
4733,Dactylorhiza x estonica (Klinge) Jagiello & Kuusk,Dactylorhiza,x estonica,,,,2025-09-07 07:08:50.315445,2025-09-07 07:08:50.315448
4734,Dactylorhiza x flixensis (Gsell) Soó,Dactylorhiza,x flixensis,,,,2025-09-07 07:08:50.35488,2025-09-07 07:08:50.354883
4735,Dactylorhiza x formosa (T. Stephenson & T. A. Stephenson) Soó,Dactylorhiza,x formosa,,,,2025-09-07 07:08:50.394175,2025-09-07 07:08:50.394178
4736,Dactylorhiza x fourkensis B. Willing & E. Willing,Dactylorhiza,x fourkensis,,,,2025-09-07 07:08:50.433101,2025-09-07 07:08:50.433105
4737,Dactylorhiza x gabretana (A. Fuchs) Soó,Dactylorhiza,x gabretana,,,,2025-09-07 07:08:50.472499,2025-09-07 07:08:50.472503
4738,Dactylorhiza x godferyana (Soó) Peitz,Dactylorhiza,x godferyana,,,,2025-09-07 07:08:50.512036,2025-09-07 07:08:50.512039
4739,Dactylorhiza x grandis (Druce) P. F. Hunt,Dactylorhiza,x grandis,,,,2025-09-07 07:08:50.550953,2025-09-07 07:08:50.550956
4740,Dactylorhiza x grandis (Druce) P. F. Hunt var. montis-mosae (Druce) comb. ined.,Dactylorhiza,x grandis,,,,2025-09-07 07:08:50.590132,2025-09-07 07:08:50.590134
4741,Dactylorhiza x guilhotii (E. G. Camus) B. Bock,Dactylorhiza,x guilhotii,,,,2025-09-07 07:08:50.628959,2025-09-07 07:08:50.628962
4742,Dactylorhiza x guillaumeae C. Bernard,Dactylorhiza,x guillaumeae,,,,2025-09-07 07:08:50.668161,2025-09-07 07:08:50.668163
4743,Dactylorhiza x gustavssonii H. Baumann,Dactylorhiza,x gustavssonii,,,,2025-09-07 07:08:50.706937,2025-09-07 07:08:50.706939
4744,Dactylorhiza x hallii ssp. hallii (Druce) Soó,Dactylorhiza,x hallii,,,,2025-09-07 07:08:50.745932,2025-09-07 07:08:50.745935
4745,Dactylorhiza x hallii ssp. nummiana (P. Fourn.) Gathoye & D. Tyteca,Dactylorhiza,x hallii,,,,2025-09-07 07:08:50.785167,2025-09-07 07:08:50.78517
4746,Dactylorhiza x hepburnii (Druce) Soó,Dactylorhiza,x hepburnii,,,,2025-09-07 07:08:50.824063,2025-09-07 07:08:50.824065
4747,Dactylorhiza x insignis (T. Stephenson & T. A. Stephenson) Soó,Dactylorhiza,x insignis,,,,2025-09-07 07:08:50.863275,2025-09-07 07:08:50.863277
4748,Dactylorhiza x isculana Seiser,Dactylorhiza,x isculana,,,,2025-09-07 07:08:50.90235,2025-09-07 07:08:50.902352
4749,Dactylorhiza x jenensis (Brand) Soó,Dactylorhiza,x jenensis,,,,2025-09-07 07:08:50.941309,2025-09-07 07:08:50.941312
4750,Dactylorhiza x jestrebiensis Businsky,Dactylorhiza,x jestrebiensis,,,,2025-09-07 07:08:50.9805,2025-09-07 07:08:50.980503
4751,Dactylorhiza x juennensis Perko,Dactylorhiza,x juennensis,,,,2025-09-07 07:08:51.019842,2025-09-07 07:08:51.019845
4752,Dactylorhiza x katarana H. Baumann,Dactylorhiza,x katarana,,,,2025-09-07 07:08:51.059369,2025-09-07 07:08:51.059372
4753,Dactylorhiza x kelleriana (Cif. & Giacom.) Soó,Dactylorhiza,x kelleriana,,,,2025-09-07 07:08:51.09848,2025-09-07 07:08:51.098483
4754,Dactylorhiza x kernerorum ssp. kernerorum (Soó) Soó,Dactylorhiza,x kernerorum,,,,2025-09-07 07:08:51.137712,2025-09-07 07:08:51.137715
