genus,species,image_count,country_count,sources
Dendrobium,echinocarpum,10,0,GBIF
Eulophia,schaijesii,10,0,GBIF
Dendrobium,ephemerum,10,0,GBIF
Octomeria,alexandri,10,0,GBIF
Dendrobium,fililobum,10,0,GBIF
Dendrobium,furcatopedicellatum,10,0,GBIF
Bulbophyllum,rubiginosum,10,0,GBIF
Trichoglottis,kinabaluensis,10,0,GBIF
Cattleya,rex,10,1,GBIF
Microcoelia,moreauae,10,0,GBIF
Vanilla,griffithii Rchb.f.,10,4,GBIF
Lepanthes,brachystele,10,0,GBIF
Dendrobium,inversum,10,0,GBIF
Microchilus,nugax Ormerod,9,0,GBIF
Hemipilia,occidensichuanensis,9,0,GBIF
Systeloglossum,ecuadorense,9,0,GBIF
Systeloglossum,acuminatum,9,0,GBIF
Chloraea,x,9,0,GBIF
Scaphyglottis,dunstervillei,9,0,GBIF
Epidendrum,stevensii,9,0,GBIF
Selenipedium,aucourdianum,9,0,GBIF
Ceratandra,grandiflora Lindl.,9,1,GBIF
Stichorkis,pseudodisticha,9,0,GBIF
Sievekingia,cristata,9,0,GBIF
Anathallis,funerea,9,0,GBIF
Cattleya,sanguiloba,9,0,GBIF
Epidendrum,suavis,9,0,GBIF
Sobralia,gentryi,9,0,GBIF
Bulbophyllum,lasioglossum,9,0,GBIF
Catasetum,lemosii,9,0,GBIF
Sobralia,herzogii,9,0,GBIF
Disa,remota H.,9,1,GBIF
Habenaria,villosa Rolfe,9,0,GBIF
Epidendrum,muricatisepalum,9,0,GBIF
Oberonia,hosseusii,9,0,GBIF
Bulbophyllum,limbatum,9,0,GBIF
Habenaria,falciloba Summerh.,9,0,GBIF
Habenaria,undatifolia Ormerod,9,0,GBIF
Calanthe,alleizettei,9,0,GBIF
Caladenia,startiorum,9,0,GBIF
Specklinia,vittariifolia,9,0,GBIF
Habenaria,uliginosa Rchb.f.,9,0,GBIF
Neottia,smithii,9,0,GBIF
Vanda,arcuata,9,2,GBIF
Epidendrum,karstenii,9,0,GBIF
Stanhopea,confusa,9,0,GBIF
Stelis,serrulifera,9,0,GBIF
Phreatia,elongata,9,1,GBIF
Bulbophyllum,trifarium,9,0,GBIF
Habenaria,lingulosa Ames,9,0,GBIF
Aa,colombiana,9,0,GBIF
Bulbophyllum,subclavatum,9,0,GBIF
Tuberolabium,escritorii,9,0,GBIF
Bulbophyllum,sicyobulbon,9,0,GBIF
Andreettaea,ancora,9,0,GBIF
Bulbophyllum,sensile,9,0,GBIF
Bulbophyllum,percorniculatum,9,0,GBIF
Lepanthes,pergracilis,9,0,GBIF
Bulbophyllum,piliferum,9,0,GBIF
Stelis,harlingii,9,1,GBIF
Disa,incarnata Lindl.,9,1,GBIF
Bulbophyllum,repens,9,0,GBIF
Stelis,maxonii,9,2,GBIF
Nervilia,leguminosarum,9,3,iNaturalist
Epidendrum,jefeallenii,9,0,GBIF
Disa,engleriana Kraenzl.,9,2,GBIF
Disa,dichroa Summerh.,9,2,GBIF
Angraecum,alleizettei,9,0,GBIF
Epidendrum,whittenii,9,0,GBIF
Mesadenus,chiangii,9,0,GBIF
Disa,borbonica Balf.f.,9,1,GBIF
Platystele,brenneri,9,0,GBIF
Maxillaria,pinoides,9,1,GBIF
Paphiopedilum,bullenianum Rchb.f.,9,3,GBIF
Pleione,grandiflora,9,0,GBIF
Angraecum,drouhardii,9,0,GBIF
Vanilla,palmarum Salzm.,9,3,GBIF
Dendrobium,woodsii,9,0,GBIF
Disperis,ankarensis H.,9,1,GBIF
Dendrobium,williamsianum,9,0,GBIF
Epistephium,parviflorum Lindl.,9,3,"GBIF,iDigBio"
Lepanthes,amphioxa,9,0,GBIF
Tridactyle,brevicalcarata,9,1,GBIF
Maxillaria,christobalensis,9,0,GBIF
Dendrobium,tuberculatum,9,0,GBIF
Encyclia,bracteata,9,0,GBIF
Epidendrum,eugenii,9,0,GBIF
Pleurothallis,phymatodea,9,0,GBIF
Dendrobium,rhodostele,9,0,GBIF
Angraecum,pseudodidieri,9,0,GBIF
Pleurothallis,ringens,9,0,GBIF
Encyclia,atrorubens,9,0,GBIF
Pleurothallis,scoparum,9,0,GBIF
Pleurothallis,supervacanea,9,0,GBIF
Pleurothallopsis,norae,9,0,GBIF
Plocoglottis,hirta,9,0,GBIF
Lecanorchis,japonica Blume,9,2,GBIF
Dendrobium,parthenium,9,1,GBIF
Trichopilia,grata,9,0,GBIF
Vanilla,phalaenopsis Rchb.f.,9,1,GBIF
Lankesterella,longicollis,9,0,GBIF
Appendicula,alatocaulis,9,0,GBIF
Lepanthes,matisii,9,0,GBIF
Dendrobium,maccarthiae,9,1,GBIF
Vanilla,humblotii Rchb.f.,9,3,GBIF
Dendrobium,leucocyanum,9,0,GBIF
Dendrobium,lancilobum,9,0,GBIF
Dendrobium,lamproglossum,9,0,GBIF
Trichoglottis,luzonensis,9,0,GBIF
Laelia,purpurata,9,0,Roberta Fox Collection
Polystachya,piersii,9,0,GBIF
Dendrobium,griffithianum,9,0,GBIF
Maxillaria,antioquiensis,9,0,GBIF
Polystachya,undulata,9,0,GBIF
Appendicula,crotalina,9,0,GBIF
Dendrobium,cuneilabrum,9,1,GBIF
Ponthieva,hassleri Schltr.,9,0,GBIF
Kylicanthe,rohrii,9,0,GBIF
Appendicula,polita,9,0,GBIF
Phalaenopsis,stuartiana,9,2,"GBIF,Tropicos - Missouri Botanical Garden"
Prasophyllum,amoenum D.,9,1,GBIF
Phreatia,bicostata,9,0,GBIF
Maxillaria,pudica,9,0,GBIF
Dendrobium,bracteosum,9,1,"Chris Howard Collection,GBIF"
Vanilla,aphylla Blume,9,3,GBIF
Phreatia,brachystachys,9,0,GBIF
Epidendrum,pollardii,9,0,GBIF
Oncidium,schillerianum,9,0,GBIF
Trichocentrum,longicalcaratum,9,0,GBIF
Fernandezia,nigrosignata,9,0,GBIF
Fernandezia,nubivaga,9,0,GBIF
Baskervilla,asplundii Garay,9,0,GBIF
Dactylorhiza,x latirella,9,0,GBIF
Pinalia,ringens,9,0,GBIF
Batemannia,lepida,9,0,GBIF
Pabstiella,parvifolia,9,0,GBIF
Cyrtochilum,trilingue,9,0,GBIF
Benthamia,herminioides ssp.,9,1,GBIF
Benthamia,majoriflora H.,9,0,GBIF
Bifrenaria,mellicolor,9,0,GBIF
Galeola,faberi Rolfe,9,2,GBIF
Jumellea,divaricata,9,0,GBIF
Cypripedium,x columbianum,9,2,GBIF
Cypripedium,flavum P.,9,2,GBIF
Cypripedium,farreri W.,9,1,GBIF
Jacquiniella,steyermarkii,9,0,GBIF
Cypripedium,californicum A.,9,1,GBIF
Masdevallia,strobelii,9,0,GBIF
Cynorkis,schlechteri H.,9,0,GBIF
Cynorkis,flabellifera H.,9,0,GBIF
Brachypeza,zamboangensis,9,0,GBIF
Cynorkis,castillonii,9,0,GBIF
Brassia,incantans,9,0,GBIF
Pseudocentrum,macrostachyum Lindl.,9,0,GBIF
Cylindrolobus,quadricolor,9,0,GBIF
Zeuxine,reginasilvae Ormerod,9,0,GBIF
Masdevallia,sprucei,9,0,GBIF
Cyclopogon,plantagineus,9,0,GBIF
Bulbophyllum,alatum,9,0,GBIF
Cuitlauzina,candida,9,0,GBIF
Pterostylis,brevichila,9,0,GBIF
Liparis,bathiei,9,0,GBIF
Epidendrum,ravetianum,9,0,GBIF
Bulbophyllum,appendiculatum,9,0,GBIF
Holothrix,tridactylites Summerh.,9,0,GBIF
Crepidium,saprophytum,9,0,GBIF
Angraecopsis,elliptica,9,0,GBIF
Lepanthes,odontocera,9,0,GBIF
Bulbophyllum,brachypetalum,9,0,GBIF
Cranichis,nudilabia Pabst,9,0,GBIF
Paphiopedilum,niveum Rchb.f.,9,2,GBIF
Cranichis,gibbosa Lindl.,9,0,GBIF
Cranichis,fendleri Schltr.,9,0,GBIF
Corycium,orobanchoides L.f.,9,1,GBIF
Corycium,ingeanum E.,9,1,GBIF
Corycium,dracomontanum Parkman,9,1,GBIF
Corycium,crispum Thunb.,9,1,GBIF
Corycium,bicolorum Thunb.,9,1,GBIF
Corycium,alticola Parkman,9,1,GBIF
Epidendrum,rolfeanum,9,0,GBIF
Oncidium,abortivoides,9,0,GBIF
Disperis,renibractea Schltr.,9,1,GBIF
Pterygodium,cooperi Rolfe,9,2,GBIF
Corallorhiza,ekmanii,9,0,GBIF
Vanilla,karen-christianae Karremans,9,6,GBIF
Comparettia,micrantha,9,0,GBIF
Rhipidoglossum,arbonnieri,9,0,GBIF
Collabium,evrardii,9,0,GBIF
Goodyera,clausa A.,9,0,GBIF
Collabium,carinatum,9,0,GBIF
Coelogyne,yuccifolia,9,0,GBIF
Coelogyne,xanthobulbon,9,0,GBIF
Coelogyne,usitana,9,0,GBIF
Odontochilus,javanicus J.,9,0,GBIF
Goodyera,nantoensis Hayata,9,0,GBIF
Rhyncholaelia,digbyana,9,0,Roberta Fox Collection
Coelogyne,pubescens,9,0,GBIF
Epidendrum,magnicallosum,9,0,GBIF
Coelogyne,parvipapillata,9,0,GBIF
Vanilla,claviculata Sw.,9,4,GBIF
Epidendrum,singuliflorum,9,0,GBIF
Telipogon,puruantensis,9,0,GBIF
Roeperocharis,maleveziana Geerinck,9,0,GBIF
Telipogon,portilloi,9,0,GBIF
Coelogyne,infernalis,9,0,GBIF
Octomeria,micrantha,9,0,GBIF
Coelogyne,genuflexa,9,0,GBIF
Sarcochilus,odoratus,9,0,GBIF
Coelogyne,emmae,9,0,GBIF
Coelogyne,carnosa,9,0,GBIF
Coelogyne,bruneiensis,9,0,GBIF
Bulbophyllum,erythrosema,9,0,GBIF
Bulbophyllum,fenixii,9,0,GBIF
Habenaria,andamanica Hook.f.,9,0,GBIF
Bulbophyllum,fibratum,9,0,GBIF
Octomeria,estrellensis,9,0,GBIF
Cleistes,tenuis Rchb.f.,9,1,"GBIF,Tropicos - Missouri Botanical Garden"
Cleistes,stricta C.,9,2,"GBIF,iDigBio"
Vitekorchis,lucasiana,9,0,GBIF
Bulbophyllum,fritillariiflorum,9,0,GBIF
Zeuxine,gilgiana Kraenzl.,9,0,GBIF
Cleistes,gracilis Barb.,9,1,GBIF
Dendrobium,cyrtosepalum,8,0,GBIF
Trichoglottis,dawsoniana,8,2,GBIF
Holothrix,elgonensis Summerh.,8,0,GBIF
Stelis,perpusilliflora,8,3,GBIF
Thelasis,sphaerocarpa,8,2,GBIF
Trichoglottis,collenetteae,8,0,GBIF
Phreatia,formosana,8,0,GBIF
Masdevallia,macroglossa,8,0,GBIF
Epidendrum,cottoniiflorum,8,1,GBIF
Catasetum,tuberculatum,8,0,GBIF
Pinalia,floribunda,8,3,GBIF
Habenaria,marquisensis ssp.,8,0,GBIF
Epidendrum,melanoxeros,8,0,GBIF
Maxillaria,dunstervilleorum,8,0,GBIF
Habenaria,mandersii Collett,8,0,GBIF
Porpax,exilis,8,1,GBIF
Porpax,lacei,8,0,GBIF
Bulbophyllum,pauciflorum,8,4,GBIF
Appendicula,mimica,8,0,GBIF
Drymoanthus,neocaledonicus,8,1,GBIF
Porpax,pusilla,8,3,GBIF
Paphiopedilum,victoria-regina,8,3,GBIF
Uncifera,lancifolia,8,0,GBIF
Disperis,katangensis Summerh.,8,1,GBIF
Maxillaria,anceps,8,3,GBIF
Epidendrum,caluerorum,8,0,GBIF
Thelasis,macrobulbon,8,0,GBIF
Malaxis,tequilensis,8,0,GBIF
Platanthera,x graebneri,8,4,GBIF
Bulbophyllum,khasyanum,8,0,GBIF
Acanthophippium,mantinianum,8,1,"GBIF,iNaturalist"
Satyrium,longicauda Lindl.,8,2,GBIF
Arachnis,x,8,0,GBIF
Taeniophyllum,rubrum,8,0,GBIF
Epidendrum,chrysomyristicum,8,1,GBIF
Neuwiedia,inae de,8,4,"GBIF,iDigBio"
Oncidium,swartzii,8,0,GBIF
Disperis,johnstonii Rolfe,8,5,GBIF
Neuwiedia,singapureana Wall.,8,3,GBIF
Dendrobium,axillare,8,1,GBIF
Habenaria,rupicola Barb.,8,1,GBIF
Drakaea,livida J.,8,1,GBIF
Holothrix,brevipetala Immelman,8,1,GBIF
Coelogyne,candoonensis,8,0,GBIF
Octarrhena,gemmifera,8,0,GBIF
Bulbophyllum,humile,8,0,GBIF
Stelis,bicornis,8,1,GBIF
Trichocentrum,carthagenense,8,1,GBIF
Disperis,hildebrandtii Rchb.f.,8,2,GBIF
Dendrobium,acerosum,8,2,GBIF
Baskervilla,auriculata Garay,8,0,GBIF
Veyretella,hetaerioides,8,0,GBIF
Nigritella,carniolica W.,8,2,GBIF
Prasophyllum,pallens D.,8,1,GBIF
Bulbophyllum,carnosilabium,8,0,GBIF
Paphiopedilum,superbiens Rchb.f.,8,2,GBIF
Phreatia,cryptostigma,8,1,GBIF
Aerangis,hologlottis,8,0,GBIF
Prasophyllum,robustum,8,0,GBIF
Cyrtorchis,ringens,8,4,GBIF
Cyrtopodium,willmorei,8,0,GBIF
Taeniophyllum,kaniense,8,0,GBIF
Epidendrum,triangulabium,8,0,GBIF
Habenaria,disparilis Summerh.,8,2,GBIF
Stichorkis,laxa,8,1,GBIF
Cyrtochilum,trifurcatum,8,3,GBIF
Prasophyllum,tortilis,8,0,GBIF
Bulbophyllum,oerstedii,8,0,GBIF
Oncidium,ornithocephalum,8,0,GBIF
Cyrtochilum,macasense,8,0,GBIF
Rhipidoglossum,thomense,8,0,GBIF
Xylobium,zarumense,8,0,GBIF
Epidendrum,tortipetalum,8,0,GBIF
Galearis,rotundifolia Banks,8,1,GBIF
Stelis,aeolica,8,0,GBIF
Bulbophyllum,nigrilabium,8,0,GBIF
Holcoglossum,sinicum,8,0,GBIF
Cyrtochilum,densiflorum,8,1,GBIF
Telipogon,yolandae,8,0,GBIF
Disperis,breviloba Verdc.,8,2,GBIF
Bulbophyllum,nemorale,8,0,GBIF
Lepanthes,pecunialis,8,2,GBIF
Bulbophyllum,tricorne,8,0,GBIF
Promenaea,guttata,8,0,GBIF
Epidendrum,strobiloides,8,0,GBIF
Bifrenaria,tyrianthina,8,2,GBIF
Coelogyne,suaveolens,8,0,GBIF
Encyclia,suaveolens,8,0,GBIF
Epidendrum,nanum,8,0,GBIF
Tolumnia,scandens,8,1,GBIF
Cypripedium,plectrochilum Franch.,8,1,"GBIF,Tropicos - Missouri Botanical Garden"
Dracula,diabola,8,0,GBIF
Paphiopedilum,hirsutissimum Lindl.,8,2,GBIF
Anathallis,radialis,8,0,GBIF
Xylobium,variegatum,8,4,GBIF
Lepanthes,stupenda,8,0,GBIF
Habenaria,lastelleana Kraenzl.,8,0,GBIF
Aerides,rubescens,8,0,GBIF
Stanhopea,avicula,8,0,GBIF
Habenaria,subaequalis Summerh.,8,0,GBIF
Tolumnia,gundlachii,8,0,GBIF
Vanilla,dressleri Soto,8,3,GBIF
Chiloschista,rodriguezii,8,0,GBIF
Diuris,tinctoria,8,0,GBIF
Bletia,antillana,8,0,GBIF
Maxillaria,estradae,8,0,GBIF
Macroclinium,bicolor,8,2,GBIF
Disperis,galerita Rchb.f.,8,1,GBIF
Bletia,carabiaiana,8,0,GBIF
Bulbophyllum,kaitiense,8,0,GBIF
Thrixspermum,celebicum,8,0,GBIF
Masdevallia,ustulata,8,3,GBIF
Spiranthes,sylvatica,8,1,GBIF
Disa,richardiana Lehm.,8,1,GBIF
Vanilla,methonica Rchb.f.,8,2,GBIF
Paphiopedilum,glaucophyllum J.,8,1,GBIF
Cypripedium,arietinum R.,8,2,GBIF
Cynorkis,violacea Schltr.,8,2,"GBIF,iNaturalist"
Thrixspermum,ancoriferum,8,0,GBIF
Bulbophyllum,kainochiloides,8,0,GBIF
Cynorkis,saxicola Schltr.,8,0,GBIF
Lepanthes,duidensis,8,1,GBIF
Bulbophyllum,micranthum,8,0,GBIF
Spiranthes,suishaensis,8,0,GBIF
Epidendrum,musciferum,8,4,GBIF
Zeuxine,stenophylla,8,0,GBIF
Stelis,veracrucensis,8,0,GBIF
Codonorchis,lessonii d'Urv.,8,2,GBIF
Isochilus,amparoanus,8,3,GBIF
Satyrium,coriophoroides A.,8,3,GBIF
Gavilea,glandulifera Poepp.,8,1,GBIF
Lepanthes,ruscifolia,8,0,GBIF
Prosthechea,tigrina,8,3,GBIF
Styloglossum,chevalieri,8,0,GBIF
Liparis,sympodialis,8,0,GBIF
Cynorkis,bobyi Hermans,8,0,GBIF
Ionopsis,longicaulis,8,1,GBIF
Phaius,indigofer,8,0,GBIF
Bromheadia,tenuis,8,0,GBIF
Caladenia,arrecta,8,1,GBIF
Cynorkis,baronii Rolfe,8,1,GBIF
Diuris,palustris Lindl.,8,1,GBIF
Notylia,punctata,8,0,GBIF
Cynorkis,andohahelensis H.,8,0,GBIF
Cynorkis,ampullacea H.,8,0,GBIF
Cymbidium,x,8,0,GBIF
Epidendrum,pterostele,8,0,GBIF
Diuris,ochroma D.,8,1,iNaturalist
Luisia,platyglossa,8,2,GBIF
Caladenia,bartlettii Hatch,8,1,GBIF
Lepanthopsis,prolifera,8,0,GBIF
Lepanthes,quaternaria,8,0,GBIF
Bulbophyllum,intersitum,8,0,GBIF
Genoplesium,mucronatum Rupp,8,1,GBIF
Stelis,xiphizusa,8,0,GBIF
Genoplesium,nudum,8,2,GBIF
Caladenia,calcicola G.,8,0,GBIF
Caladenia,douglasiorum D.,8,0,GBIF
Ypsilopus,viridiflorus,8,0,GBIF
Maxillaria,grandis,8,2,GBIF
Ceratostylis,breviceps,8,0,GBIF
Disa,rosea Lindl.,8,1,GBIF
Lepanthopsis,vinacea,8,0,GBIF
Bulbophyllum,loxophyllum,8,0,GBIF
Cyclopogon,rimbachii,8,0,GBIF
Glomera,bambusiformis,8,0,GBIF
Andinia,platysepala,8,0,GBIF
Angraecopsis,parva,8,0,GBIF
Stelis,zunagensis,8,0,GBIF
Lepanthes,dodsonii,8,0,GBIF
Epidendrum,spicatum,8,1,GBIF
Maxillaria,fragrans,8,0,GBIF
Spiranthes,arcisepala,8,2,GBIF
Bulbophyllum,alliifolium,8,0,GBIF
Lockhartia,ludibunda,8,0,GBIF
Caladenia,magnifica,8,0,GBIF
Pterostylis,biseta Blackmore,8,1,GBIF
Cleistes,mantiqueirae Rchb.f.,8,1,GBIF
Bulbophyllum,longhutense,8,0,GBIF
Coelogyne,longilabellata,8,0,GBIF
Mycaranthes,villosissima,8,0,GBIF
Bulbophyllum,lohokii,8,0,GBIF
Svenkoeltzia,congestiflora,8,0,GBIF
Caladenia,minor Hook.f.,8,1,GBIF
Crossoglossa,caulescens,8,0,GBIF
Crepidium,williamsii,8,0,GBIF
Houlletia,sanderi,8,0,GBIF
Telipogon,parvulus,8,0,GBIF
Bulbophyllum,corallinum,8,0,GBIF
Diuris,chryseopsis D.,8,1,GBIF
Oncidium,crescentilabium,8,0,GBIF
Holothrix,praecox Rchb.f.,8,1,GBIF
Bulbophyllum,lizae,8,0,GBIF
Schizochilus,cecilii ssp.,8,0,GBIF
Crepidium,reineckeanum,8,0,GBIF
Habenaria,uncata R.,8,0,GBIF
Epidendrum,renilabium,8,1,GBIF
Ceratostylis,glabriflora,8,1,GBIF
Pterostylis,frenchii D.,8,0,GBIF
Habenaria,grandifloriformis Blatt.,8,1,GBIF
Specklinia,trilobata,8,0,GBIF
Pterostylis,gibbosa R.,8,1,GBIF
Glomera,rubroviridis,8,0,GBIF
Neottia,pantlingii,8,0,GBIF
Maxillaria,pachyacron,8,3,GBIF
Caladenia,wanosa A.,8,1,GBIF
Liparis,densa,8,0,GBIF
Pterostylis,monticola D.,8,1,GBIF
Coelogyne,korintjiensis,8,0,GBIF
Pterostylis,pedunculata R.,8,1,GBIF
Masdevallia,hymenantha,8,0,GBIF
Crepidium,comans,8,0,GBIF
Calanthe,crenulata,8,0,GBIF
Pterostylis,plumosa Cady,8,1,GBIF
Crepidium,carinatifolium,8,1,GBIF
Spathoglottis,portus-finschii,8,2,GBIF
Calanthe,leuseri,8,1,GBIF
Thelymitra,apiculata A.,8,1,GBIF
Spathoglottis,petri,8,1,GBIF
Lepanthes,arbuscula,8,0,GBIF
Vanilla,edwallii Hoehne,8,1,GBIF
Liparis,gamblei,8,0,GBIF
Epipactis,atromarginata,8,0,GBIF
Disa,aequiloba Summerh.,8,1,GBIF
Disa,amoena H.,8,1,GBIF
Lepanthes,appendiculata,8,2,GBIF
Encyclia,hanburyi,8,2,GBIF
Dichaea,virginalis,8,0,GBIF
Lepanthes,atrata,8,0,GBIF
Platystele,taylorii,8,0,GBIF
Hetaeria,heterosepala Rchb.f.,8,2,GBIF
Vanilla,organensis Rolfe,8,1,GBIF
Dichaea,globosa,8,0,GBIF
Coelogyne,joclemensii,8,0,GBIF
Microchilus,lamprophyllus,8,0,GBIF
Bulbophyllum,brassii,8,0,GBIF
Mystacidium,tanganyikense,8,3,GBIF
Epidendrum,leuconanum,8,0,GBIF
Disa,atrorubens Schltr.,8,1,GBIF
Diaphananthe,odoratissima,8,3,GBIF
Encyclia,gallopavina,8,0,GBIF
Disa,bolusiana Schltr.,8,1,GBIF
Paphiopedilum,barbatum Lindl.,8,4,GBIF
Phreatia,platyclinoides,8,0,GBIF
Vanilla,bicolor Lindl.,8,3,GBIF
Telipogon,glicensteinii,8,2,iNaturalist
Spathoglottis,paulinae,8,3,GBIF
Habenaria,barrina Ridl.,8,1,GBIF
Paphinia,subclausa,8,0,GBIF
Spathoglottis,carolinensis,8,0,GBIF
Malaxis,monophyllos,8,2,GBIF
Telipogon,christobalensis,8,0,GBIF
Maxillaria,longipetala,8,3,GBIF
Dendrobium,veillonii,8,0,GBIF
Ophrys,schulzei,8,3,GBIF
Phragmipedium,kovachii,8,2,GBIF
Dendrobium,vanhulstijnii,8,0,GBIF
Angraecum,florulentum,8,0,GBIF
Pleurothallis,convexa,8,0,GBIF
Disa,pulchella Hochst.,8,1,GBIF
Phreatia,inversa,8,3,GBIF
Ophrys,x pseudofusca,8,0,GBIF
Calanthe,trulliformis,8,0,GBIF
Lockhartia,chocoensis,8,0,GBIF
Lepanthes,benzingii,8,0,GBIF
Dendrobium,tokai,8,3,GBIF
Epidendrum,baezense,8,1,GBIF
Gomesa,macropetala,8,2,GBIF
Leochilus,hagsateri,8,0,GBIF
Satyrium,odorum Sond.,8,1,GBIF
Maxillaria,patula,8,0,GBIF
Malaxis,excavata,8,3,GBIF
Malaxis,brachyrrhynchos,8,1,GBIF
Triphora,debilis,8,0,GBIF
Tuberolabium,kotoense,8,1,GBIF
Stigmatodactylus,aegeridantennatus,8,1,GBIF
Angraecum,musculiferum,8,1,GBIF
Platycoryne,crocea ssp.,8,3,GBIF
Dendrobium,reginanivis,8,1,GBIF
Disa,draconis L.f.,8,1,GBIF
Pterostylis,tunstallii D.,8,1,GBIF
Pleurothallis,roseola,8,0,GBIF
Neottia,ovata,8,3,GBIF
Epidendrum,escobarianum,8,0,GBIF
Encyclia,asperula,8,3,GBIF
Gomesa,varicosa,8,1,GBIF
Pleurothallis,sigynes,8,0,GBIF
Angraecum,pterophyllum,8,1,GBIF
Epidendrum,veraguasense,8,0,GBIF
Epidendrum,hawkesii,8,0,GBIF
Ophrys,x teresae,8,0,GBIF
Corybas,umbrosus J.,8,0,GBIF
Trichosalpinx,rotundata,8,0,GBIF
Pleurothallopsis,microptera,8,1,GBIF
Papilionanthe,cylindrica,8,0,GBIF
Dendrobium,perlongum,8,0,GBIF
Sobralia,turkeliae,8,0,GBIF
Lecanorchis,javanica Blume,8,2,GBIF
Madisonia,kerrii,8,0,GBIF
Dendrobium,peculiare,8,0,GBIF
Calopogon,barbatus,8,1,GBIF
Platanthera,tipuloides L.f.,8,2,GBIF
Encyclia,rzedowskiana,8,1,GBIF
Disa,hians L.f.,8,1,GBIF
Sobralia,scopulorum,8,0,GBIF
Ancistrorhynchus,akeassiae,8,0,GBIF
Epidendrum,hellerianum,8,3,GBIF
Elythranthera,emarginata Lindl.,8,1,GBIF
Dendrobium,odoratum,8,0,GBIF
Nervilia,lanyuensis,8,0,GBIF
Ophrys,israelitica,8,2,GBIF
Aphyllorchis,evrardii,8,0,GBIF
Stigmatodactylus,veillonis,8,0,GBIF
Maxillaria,chlorantha,8,1,GBIF
Polystachya,acridolens,8,1,GBIF
Dendrobium,nemorale,8,0,Chris Howard Collection
Stelis,montana,8,0,GBIF
Bulbophyllum,brevibrachiatum,8,1,GBIF
Dendrobium,morrisonii,8,0,GBIF
Stelis,micragrostis,8,0,GBIF
Epidendrum,paniculourubambense,8,1,GBIF
Polystachya,brugeana,8,0,GBIF
Dendrobium,micronephelium,8,0,GBIF
Eltroplectris,cogniauxiana Schltr.,8,0,GBIF
Phreatia,valida,8,0,GBIF
Corybas,despectans,8,1,GBIF
Vrydagzynea,argyrotaenia Schltr.,8,0,GBIF
Dendrobium,magistratus,8,0,GBIF
Dendrobium,macrostachyum,8,2,GBIF
Phymatidium,geiselii,8,0,GBIF
Masdevallia,coccinea,8,1,GBIF
Habenaria,pilosa Schltr.,8,0,GBIF
Masdevallia,pachyura,8,1,GBIF
Bulbophyllum,pugilanthum,8,0,GBIF
Maxillaria,soconuscana,8,0,GBIF
Dendrobium,leeanum,8,0,GBIF
Ypsilopus,schliebenii,8,0,GBIF
Pterygodium,leucanthum Bolus,8,1,GBIF
Epidendrum,subliberum,8,0,GBIF
Laelia,schultzei,8,0,GBIF
Maxillaria,polybulbon,8,0,GBIF
Pinalia,concolor,8,0,GBIF
Bulbophyllum,callipes,8,2,GBIF
Dendrobium,isochiloides,8,2,GBIF
Disa,inflexa Lindl.,8,1,GBIF
Maxillaria,buchtienii,8,0,GBIF
Polystachya,magnibracteata,8,0,GBIF
Dendrobium,igneum,8,1,GBIF
Epidendrum,capitellatum,8,1,GBIF
Dendrobium,horstii,8,0,GBIF
Dendrobium,hippocrepiferum,8,0,GBIF
Pterygodium,schelpei H.,8,1,GBIF
Orleanesia,maculata,8,0,GBIF
Macropodanthus,teysmannii,8,0,GBIF
Eulophia,pulchra,8,5,GBIF
Eulophia,quadriloba,8,0,GBIF
Vanilla,madagascariensis Rolfe,8,2,GBIF
Bulbophyllum,perrieri,8,0,GBIF
Eulophia,reticulata,8,1,GBIF
Polystachya,riomuniensis,8,0,GBIF
Lepanthes,ferax,8,0,GBIF
Bulbophyllum,rubipetalum,8,0,GBIF
Polystachya,supfiana,8,0,GBIF
Bulbophyllum,rugosibulbum,8,0,GBIF
Habenaria,multicaudata Sedgw.,8,0,GBIF
Paphiopedilum,victoria-mariae Sander,8,1,GBIF
Stelis,diffusa,8,0,GBIF
Stelis,dalstroemii,8,0,GBIF
Odontochilus,pubescens Blume,8,0,GBIF
Vanilla,calyculata Schltr.,7,3,GBIF
Epidendrum,carnevalii,7,0,GBIF
Vanilla,coursii H.,7,1,GBIF
Agrostophyllum,curvilabre,7,0,GBIF
Epidendrum,anthropophorum,7,0,GBIF
Epidendrum,melistagoides,7,0,GBIF
Phreatia,alpina,7,0,GBIF
Paphiopedilum,helenae Aver.,7,0,GBIF
Epidendrum,acrolithophilum,7,0,GBIF
Epidendrum,miserum,7,1,GBIF
Vanilla,havilandii Rolfe,7,1,GBIF
Epidendrum,neoviridiflorum,7,0,GBIF
Phreatia,macra,7,0,GBIF
Encyclia,microtos,7,0,GBIF
Vanilla,heterolopha Summerh.,7,1,GBIF
Phreatia,potamophila,7,1,GBIF
Phymatidium,microphyllum,7,0,GBIF
Elleanthus,albiflorus,7,0,GBIF
Pachites,appressus Lindl.,7,1,GBIF
Epidendrum,physophorum,7,0,GBIF
Duckeella,pauciflora Garay,7,2,GBIF
Pabstiella,versicolor,7,0,GBIF
Dryadorchis,singularis,7,0,GBIF
Dryadella,odontostele,7,2,GBIF
Dressleria,helleri,7,0,GBIF
Pinalia,szetschuanica,7,0,GBIF
Pinalia,taylorii,7,0,GBIF
Epidendrum,probosantherum,7,1,GBIF
