genus,species,image_count,country_count,sources
Maxillaria,ringens,24,0,GBIF
Angraecum,clavigerum,24,0,GBIF
Caladenia,applanata ssp.,24,0,GBIF
Maxillaria,costaricensis,24,2,GBIF
Sobralia,ciliata,24,0,GBIF
Andinia,pendens,24,0,GBIF
Coelogyne,phaiostele,24,0,GBIF
Octarrhena,tenuis,24,0,GBIF
Dendrobium,montis-yulei,24,0,GBIF
Paphiopedilum,godefroyae God.-Leb.,24,1,GBIF
Oberonia,cavaleriei,24,0,GBIF
Robiquetia,bifida,24,0,GBIF
Lepanthes,tracheia,24,0,GBIF
Oberonia,griffithiana,24,0,GBIF
Elleanthus,scopula,24,0,GBIF
Scaphyglottis,leucantha,24,0,GBIF
Restrepia,guttulata,24,0,GBIF
Epidendrum,polychlamys,24,0,GBIF
Maxillaria,arachnitiflora,24,2,GBIF
Habenaria,reniformis D.,24,0,GBIF
Octomeria,linearifolia,24,0,GBIF
Caladenia,aestiva D.,24,0,GBIF
Gastrodia,leoui,24,0,GBIF
Gymnadenia,conopsea L.,24,0,GBIF
Herminium,coeloceras Finet,24,0,GBIF
Bulbophyllum,purpureorhachis,24,1,GBIF
Thrixspermum,subulatum,24,0,GBIF
Disperis,kerstenii Rchb.f.,24,1,GBIF
Dendrobium,finisterrae,24,0,GBIF
Caladenia,hoffmanii Hopper,24,0,GBIF
Corybas,fordhamii Rupp,24,1,GBIF
Dendrobium,hercoglossum,24,0,GBIF
Dendrobium,fellowsii,23,0,GBIF
Angraecum,pungens,23,0,GBIF
Paphiopedilum,hookerae Rchb.f.,23,0,GBIF
Eriochilus,valens Hopper,23,0,GBIF
Habenaria,arachnoides Thouars,23,0,GBIF
Anathallis,angustilabia,23,0,GBIF
Prasophyllum,frenchii F.,23,0,GBIF
Anguloa,uniflora,23,0,GBIF
Epidendrum,powellii,23,2,GBIF
Oberonia,anthropophora,23,0,GBIF
Apostasia,odorata Blume,23,3,GBIF
Pinalia,mysorensis,23,0,GBIF
Andinia,trimytera,23,0,GBIF
Dendrobium,rigidifolium,23,0,GBIF
Andreettaea,macroblepharis,23,0,GBIF
Dendrobium,faciferum,23,0,GBIF
Dracula,carcinopsis,23,0,GBIF
Lepanthes,veleziana,23,0,GBIF
Microsaccus,griffithii,23,0,GBIF
Coelogyne,beccarii,23,2,GBIF
Coelogyne,benguetensis,23,0,GBIF
Habenaria,alta Ridl.,23,0,GBIF
Caladenia,phaeoclavia D.,23,0,GBIF
Coelogyne,bracteosa,23,0,GBIF
Vanda,hindsii,23,0,GBIF
Crepidium,lunatum,23,0,GBIF
Caladenia,rigens D.,23,0,GBIF
Adenoncos,papuana,23,1,GBIF
Liparis,elegantula,23,0,GBIF
Satyrium,aethiopicum Summerh.,23,0,GBIF
Bifrenaria,atropurpurea,23,0,GBIF
Pleurothallis,schweinfurthii,23,0,GBIF
Dendrobium,cymbulipes,23,0,GBIF
Sarcoglottis,smithii,23,0,GBIF
Epidendrum,rigidiflorum,23,0,GBIF
Encyclia,pollardiana,23,0,GBIF
Dendrobium,cruttwellii,23,0,GBIF
Oncidium,hapalotyle,23,0,GBIF
Acianthera,nemorosa,23,0,GBIF
Liparis,delicatula,23,0,GBIF
Jacquiniella,cernua,23,0,GBIF
Brachionidium,parvum,23,0,GBIF
Thrixspermum,agusanense,23,0,GBIF
Coelogyne,glumacea,23,0,GBIF
Maxillaria,confusa,23,0,GBIF
Spathoglottis,chrysantha,23,0,GBIF
Habenaria,finetiana Schltr.,23,1,GBIF
Epidendrum,scopulorum,23,1,GBIF
Alatiliparis,lepanthes,23,0,GBIF
Mycaranthes,magnicallosa,23,0,GBIF
Dendrobium,aberrans,23,0,"Chris Howard Collection,GBIF"
Eurychone,galeandrae,23,0,GBIF
Podochilus,cultratus,23,0,GBIF
Cyrtochilum,falcipetalum,23,0,GBIF
Roeperocharis,bennettiana Rchb.f.,23,0,GBIF
Eulophia,coddii,23,0,GBIF
Bulbophyllum,bicoloratum,23,0,GBIF
Gomesa,laxiflora,23,0,GBIF
Holothrix,longiflora Rolfe,23,0,GBIF
Prosthechea,campylostalix,23,0,GBIF
Epidendrum,subpurum,23,0,GBIF
Gomesa,glaziovii,23,0,GBIF
Thelasis,pygmaea,23,0,GBIF
Thelasis,micrantha,23,0,GBIF
Elleanthus,discolor,23,0,GBIF
Maxillaria,calcarata,23,0,GBIF
Platycoryne,megalorrhyncha Summerh.,23,0,GBIF
Bulbophyllum,conchidioides,23,1,"GBIF,Tropicos - Missouri Botanical Garden"
Pinalia,acervata,23,0,GBIF
Bulbophyllum,crabro,23,0,GBIF
Dendrobium,cariniferum,23,2,"GBIF,Tropicos - Missouri Botanical Garden"
Hetaeria,occidentalis Summerh.,23,0,GBIF
Taprobanea,spathulata,23,0,GBIF
Dendrobium,moorei,23,1,GBIF
Coelogyne,prasina,23,0,GBIF
Cyrtochilum,ramosissimum,23,0,GBIF
Taeniophyllum,hirtum,23,0,GBIF
Evotella,rubiginosa,23,0,GBIF
Cattleya,pumila,23,0,GBIF
Genoplesium,capparinum D.,23,0,GBIF
Cynorkis,uncinata H.,23,0,GBIF
Pterichis,galeata Lindl.,23,0,GBIF
Lepanthes,minutilabia,23,0,GBIF
Lepanthes,lindleyana,23,0,GBIF
Stigmatodactylus,grandiflorus,23,0,GBIF
Prasophyllum,incorrectum D.,23,0,GBIF
Lyroglossa,grisebachii,23,0,GBIF
Elleanthus,petrogeiton,23,0,GBIF
Habenaria,crucifera,23,1,GBIF
Bulbophyllum,laxiflorum,23,1,GBIF
Maxillaria,diuturna,23,0,GBIF
Bulbophyllum,lepidum,23,5,"GBIF,Tropicos - Missouri Botanical Garden"
Lycaste,powellii,23,0,GBIF
Coelogyne,septemcostata,23,0,GBIF
Neottia,piluchiensis,23,0,GBIF
Habenaria,tricruris A.,23,0,GBIF
Epigeneium,treacherianum,23,0,GBIF
Cranichis,reticulata Rchb.f.,23,0,GBIF
Epidendrum,pansamalae,23,0,GBIF
Epidendrum,acuminatum,23,0,GBIF
Dilochia,cantleyi,23,0,GBIF
Vanilla,annamica Gagnep.,23,2,"GBIF,iDigBio"
Encyclia,aenicta,23,0,GBIF
Habenaria,silvatica Schltr.,23,0,GBIF
Stelis,resupinata,23,0,GBIF
Nervilia,acuminata,23,0,GBIF
Stelis,repens,23,0,GBIF
Oberonia,wightiana,23,0,GBIF
Cyrtochilum,longipes,23,0,GBIF
Stelis,oblonga,23,0,GBIF
Polystachya,johnstonii,23,0,GBIF
Dichaea,cryptarrhena,23,0,GBIF
Stelis,micrantha,23,0,GBIF
Habenaria,pleiophylla,23,0,GBIF
Epistephium,elatum Kunth,23,3,GBIF
Stelis,langlassei,23,0,GBIF
Scaphyglottis,boliviensis,23,0,GBIF
Stelis,flacca,23,0,GBIF
Gastrochilus,sororius,23,0,GBIF
Phaius,robertsii,23,0,GBIF
Pleurothallis,cernua,23,0,GBIF
Pleurothallis,coriacardia,23,0,GBIF
Bulbophyllum,schimperianum,23,0,GBIF
Pleurothallis,crescentilabia,23,0,GBIF
Eria,javanica,23,0,GBIF
Habenaria,magniscutata Catling,23,0,GBIF
Dendrobium,transversilobum,23,0,GBIF
Maxillaria,sophronitis,23,0,GBIF
Lepanthes,fulva,23,0,GBIF
Odontochilus,longiflorus Rchb.f.,23,0,GBIF
Stelis,bangii,23,0,GBIF
Dendrobium,tapiniense,23,0,GBIF
Cryptochilus,roseus,23,0,GBIF
Oncidium,amazonicum,23,0,GBIF
Polystachya,reflexa,23,0,GBIF
Stanhopea,costaricensis,23,0,GBIF
Satyrium,shirense Rolfe,23,0,GBIF
Pleurothallis,macrocardia,23,0,GBIF
Encyclia,huertae,23,0,GBIF
Pleurothallis,niveoglobula,23,0,GBIF
Maxillaria,parkeri,23,0,GBIF
Gongora,superflua,23,0,GBIF
Dendrobium,sarcochilus,23,0,GBIF
Maxillaria,discolor,23,0,GBIF
Pleurothallis,phalangifera,23,0,GBIF
Cleistes,lepida Rchb.f.,23,0,GBIF
Octomeria,connellii,23,0,GBIF
Habenaria,armatissima Rchb.f.,23,0,GBIF
Drymoanthus,minimus,22,1,GBIF
Epidendrum,papallactense,22,0,GBIF
Epigeneium,cymbidioides,22,0,GBIF
Caladenia,arrecta Hopper,22,0,GBIF
Phreatia,elata,22,0,GBIF
Neottia,listeroides,22,0,GBIF
Stichorkis,gibbosa,22,0,GBIF
Stelis,guianensis,22,0,GBIF
Liparis,tschangii,22,0,GBIF
Selenipedium,chica Rchb.f.,22,3,GBIF
Dendrobium,lituiflorum,22,0,GBIF
Trichoglottis,lanceolaria,22,0,GBIF
Stichorkis,lobongensis,22,0,GBIF
Dendrobium,gerlandianum,22,0,GBIF
Epidendrum,ciliare,22,0,GBIF
Disa,brachyceras Lindl.,22,1,GBIF
Liparis,tridens,22,0,GBIF
Notylia,trisepala,22,0,GBIF
Epidendrum,pachytepalum,22,0,GBIF
Oberonia,subligaculifera,22,0,GBIF
Epidendrum,myodes,22,0,GBIF
Habenaria,ndiana Rendle,22,0,GBIF
Cleistes,bella Rchb.f.,22,1,GBIF
Stichorkis,philippinensis,22,0,GBIF
Coelogyne,rhombophora,22,0,GBIF
Phreatia,prorepens,22,0,GBIF
Liparis,acutissima,22,0,GBIF
Habenaria,cataphysema Rchb.f.,22,0,GBIF
Pelexia,pterygantha,22,0,GBIF
Goodyera,similis Blume,22,0,GBIF
Bulbophyllum,guttulatum,22,0,"Chris Howard Collection,GBIF"
Oberonia,spathipetala,22,0,GBIF
Bulbophyllum,granulosum,22,0,GBIF
Stelis,dialissa,22,0,GBIF
Disa,extinctoria Rchb.f.,22,2,GBIF
Liparis,rusbyi,22,0,GBIF
Masdevallia,wendlandiana,22,0,GBIF
Vanda,garayi,22,0,GBIF
Pterichis,parvifolia Lindl.,22,0,GBIF
Liparis,rheedei,22,0,GBIF
Trichoglottis,orchidea,22,0,GBIF
Dendrobium,bullenianum,22,0,GBIF
Taeniophyllum,multiflorum,22,0,GBIF
Habenaria,dentifera C.,22,0,GBIF
Masdevallia,caesia,22,0,GBIF
Agrostophyllum,elongatum,22,0,GBIF
Encyclia,tripartita,22,0,GBIF
Appendicula,angustifolia,22,0,GBIF
xDactylodenia,x,22,0,GBIF
Appendicula,alba,22,0,GBIF
Dendrobium,montanum,22,1,GBIF
Paracaleana,gracilicordata,22,0,GBIF
Coelogyne,viscosa,22,0,GBIF
Cattleya,loddigesii,22,0,"GBIF,Roberta Fox Collection"
Liparis,regnieri,22,0,GBIF
Platylepis,glandulosa Lindl.,22,0,GBIF
Stelis,campanulifera,22,0,GBIF
Dendrobium,rugulosum,22,2,GBIF
Coelogyne,wenzelii,22,0,GBIF
Bulbophyllum,disjunctum,22,0,GBIF
Cattleya,jongheana,22,0,"GBIF,Roberta Fox Collection"
Dendrobium,sanguinolentum,22,0,GBIF
Platanthera,elliptica J.,22,0,GBIF
Coelogyne,parishii,22,0,GBIF
Dendrobium,nathanielis,22,0,GBIF
Vanilla,dilloniana Correll,22,3,GBIF
Anoectochilus,yatesiae F.,22,0,GBIF
Bulbophyllum,stolzii,22,0,GBIF
Maxillaria,platyloba,22,0,GBIF
Cleistesiopsis,bifaria,22,0,GBIF
Epidendrum,jaramilloi,22,1,GBIF
Dendrobium,sylvanum,22,0,GBIF
Scaphyglottis,acostae,22,0,GBIF
Porpax,repens,22,0,GBIF
Eulophia,elegans,22,0,GBIF
Maxillaria,ferdinandiana,22,0,GBIF
Cattleya,bicalhoi,22,0,GBIF
Nigritella,karawankarum W.,22,0,GBIF
Stelis,alta,22,0,GBIF
Myoxanthus,trachychlamys,22,0,GBIF
Elleanthus,fractiflexus,22,0,GBIF
Masdevallia,rolfeana,22,0,GBIF
Stelis,aemula,22,0,GBIF
xDactylocamptis,x,22,0,GBIF
Malaxis,prorepens,22,0,GBIF
Pteroceras,compressum,22,0,GBIF
Epidendrum,sumacoense,22,0,GBIF
Paphinia,rugosa,22,0,GBIF
Holothrix,brevipetala,22,0,GBIF
Gomesa,gardneri,22,0,GBIF
Agrostophyllum,mucronatum,22,0,GBIF
Epidendrum,storkii,22,0,GBIF
Holothrix,nyasae Rolfe,22,0,GBIF
Bulbophyllum,blepharistes,22,0,GBIF
Catasetum,gnomus,22,0,GBIF
Dendrobium,chamaephytum,22,1,GBIF
Aa,fiebrigii,22,0,GBIF
Thelymitra,batesii Jeanes,22,0,GBIF
Oncidium,constrictum,22,0,GBIF
Rodriguezia,pubescens,22,1,GBIF
Sobralia,lindleyana,22,0,GBIF
Prosthechea,neurosa,22,0,GBIF
Eulophia,chilangensis,22,0,GBIF
Epidendrum,congestum,22,0,GBIF
Lepanthes,helicocephala,22,0,GBIF
Epidendrum,campestre,22,0,GBIF
Tridactyle,crassifolia,22,0,GBIF
Epidendrum,goniorhachis,22,0,GBIF
Agrostophyllum,leucocephalum,22,0,GBIF
Thelymitra,gregaria D.,22,0,GBIF
Campylocentrum,jamaicense,22,0,GBIF
Sobralia,speciosa,22,0,GBIF
Dendrobium,gratiosissimum,22,0,GBIF
Gongora,pleiochroma,22,0,GBIF
Peristylus,maingayi King,22,0,GBIF
Trichosalpinx,memor,22,0,GBIF
Dendrobium,pachyglossum,22,0,GBIF
Thelymitra,improcera,22,0,GBIF
Disa,walleri Rchb.f.,22,1,GBIF
Ophrys,israelitica H.,22,0,GBIF
Cyrtopodium,braemii,22,0,GBIF
Ponthieva,triloba Schltr.,22,0,GBIF
Dendrobium,conspicuum,22,0,GBIF
Thelymitra,papuana J.,22,0,GBIF
Bromheadia,ensifolia,22,0,GBIF
Acianthera,verecunda,22,0,GBIF
Epidendrum,scharfii,22,2,"GBIF,Tropicos - Missouri Botanical Garden"
Eulophia,taitensis,22,0,GBIF
Brachycorythis,galeandra Rchb.f.,22,0,GBIF
Pterostylis,x furcillata,22,0,GBIF
Disperis,nemorosa Rendle,22,4,GBIF
Acianthera,adamantinensis,22,1,GBIF
Acineta,densa,22,0,GBIF
Bulbophyllum,vestitum,22,0,GBIF
Dendrobium,fariniferum,22,0,GBIF
Prosthechea,ionocentra,22,0,GBIF
Peristylus,biermannianus King,22,0,GBIF
Oxystophyllum,atropurpureum,22,0,GBIF
Bletia,sarcophylla,22,0,GBIF
Dactylorhiza,nieschalkiorum H.,22,0,GBIF
Crepidium,micranthum,22,0,GBIF
Angraecum,subulatum,22,0,GBIF
Dendrobium,globiflorum,22,0,GBIF
Jumellea,brachycentra,22,0,GBIF
Miltonia,candida,22,1,GBIF
Habenaria,jaegeri Summerh.,22,0,GBIF
Polystachya,virescens,22,0,GBIF
Habenaria,grandifloriformis,22,0,GBIF
Pterostylis,atriola D.,22,0,GBIF
Dendrobium,forbesii,22,0,GBIF
Epidendrum,lancilabium,22,0,GBIF
Dendrobium,distichum,22,0,GBIF
Prosthechea,roraimensis,22,0,GBIF
Prosthechea,ionophlebia,22,0,GBIF
Caladenia,peisleyi D.,22,0,GBIF
Coelogyne,blumea,22,0,GBIF
Caladenia,gardneri,22,0,GBIF
Caladenia,patersonii R.,22,0,GBIF
Dendrobium,alaticaulinum,22,0,GBIF
Appendicula,undulata,22,0,GBIF
Stelis,nexipous,22,0,GBIF
Paphiopedilum,mastersianum Rchb.f.,22,2,GBIF
Prosthechea,spondiada,22,0,GBIF
Bulbophyllum,peyrotii,22,0,GBIF
Pterostylis,biseta,22,0,GBIF
Epidendrum,chloranthum,22,0,GBIF
Dendrobium,kentrophyllum,22,1,GBIF
Peristylus,affinis D.,22,0,GBIF
Rhipidoglossum,tenuicalcar,22,0,GBIF
Habenaria,clareae Hermans,22,0,GBIF
Coelogyne,swaniana,22,0,GBIF
Epidendrum,bangii,22,0,GBIF
Dendrophylax,funalis,22,0,GBIF
Veyretia,neuroptera,22,0,GBIF
Trichocentrum,sprucei,22,0,GBIF
Habenaria,congesta Ames,22,0,GBIF
Chiloglottis,sphyrnoides D.,22,0,GBIF
Ceratostylis,scirpoides,22,0,GBIF
Maxillaria,microphyton,22,0,GBIF
Phreatia,listrophora,22,0,GBIF
Bulbophyllum,moniliforme,22,0,GBIF
Eulophia,macowanii,22,0,GBIF
Scaphyglottis,lindeniana,22,0,GBIF
Stelis,velaticaulis,22,0,GBIF
Diplocentrum,recurvum,22,0,GBIF
Epistephium,ellipticum,22,0,GBIF
Scaphyglottis,reflexa,22,0,GBIF
Preptanthe,succedanea,22,0,GBIF
Maxillaria,chartacifolia,22,0,GBIF
Ophrys,exaltata Ten.,22,0,GBIF
Luisia,zeylanica,22,0,GBIF
Coelogyne,sigmatochilus,22,0,GBIF
Habenaria,parvidens Lindl.,22,0,GBIF
Oberonia,vieillardii,22,0,GBIF
Ceratostylis,flavescens,22,0,GBIF
Epistephium,laxiflorum Barb.,22,2,"GBIF,iDigBio"
Stichorkis,merrillii,21,0,GBIF
Paphiopedilum,spicerianum Rchb.f.,21,2,GBIF
Lepanthes,turialvae,21,0,GBIF
Peristylus,calcaratus Rolfe,21,3,GBIF
Pecteilis,triflora,21,1,GBIF
Epidendrum,hymenodes,21,3,GBIF
Epidendrum,horichii,21,0,GBIF
Pelexia,laxa,21,0,GBIF
Trisetella,triglochin,21,0,GBIF
Masdevallia,ventricosa,21,0,GBIF
Masdevallia,uncifera,21,0,GBIF
Liparis,brachystalix,21,2,GBIF
Maxillaria,setigera,21,0,GBIF
Liparis,perrieri,21,0,GBIF
Maxillaria,soulangeana,21,0,GBIF
Liparis,viridipurpurea,21,0,GBIF
Listrostachys,pertusa,21,0,GBIF
Lockhartia,acuta,21,0,GBIF
Angraecopsis,ischnopus,21,0,GBIF
Lycaste,xytriophora,21,0,GBIF
Lepanthes,bradei,21,0,GBIF
Angraecum,distichum,21,0,"Chris Howard Collection,GBIF"
Tridactyle,fusifera,21,0,GBIF
Angraecum,huntleyoides,21,0,GBIF
Angraecum,patens,21,0,GBIF
Microchilus,vesicifer Rchb.f.,21,0,GBIF
Anoectochilus,setaceus Blume,21,1,GBIF
Appendicula,linearifolia,21,1,GBIF
Tylostigma,nigrescens Schltr.,21,0,GBIF
Barbosella,prorepens,21,0,GBIF
Zygopetalum,sellowii,21,0,GBIF
Trichocentrum,candidum,21,0,GBIF
Zygopetalum,brachypetalum,21,0,GBIF
Bifrenaria,floribunda,21,0,GBIF
Blepharoglossum,pallidum,21,0,GBIF
Uleiorchis,ulei,21,0,GBIF
Houlletia,brocklehurstiana,21,0,GBIF
Bulbophyllum,burfordiense,21,0,GBIF
Taeniophyllum,filiforme,21,0,GBIF
Maxillaria,hennisiana,21,4,"GBIF,Tropicos - Missouri Botanical Garden"
Hemipilia,exilis Ames,21,0,GBIF
Bulbophyllum,josephi,21,1,GBIF
Maxillaria,hastulata,21,0,GBIF
Stichorkis,benguetensis,21,0,GBIF
Habenaria,warmingii,21,0,GBIF
Habenaria,virens,21,0,GBIF
Stelis,tunguraguae,21,0,GBIF
Stelis,tricardium,21,0,GBIF
Stelis,scabrida,21,0,GBIF
Stelis,sagittata,21,0,GBIF
Habenaria,sigillum Thouars,21,0,GBIF
Stelis,pygmaea,21,0,GBIF
Bulbophyllum,pahudii,21,0,GBIF
Stelis,powellii,21,0,GBIF
Stelis,papuligera,21,0,GBIF
Stelis,oblongifolia,21,0,GBIF
Lepanthes,paivaeana,21,0,GBIF
Habenaria,regnellii Cogn.,21,0,GBIF
Stelis,euspatha,21,0,GBIF
Stelis,ekmanii,21,0,GBIF
Stelis,crescentiicola,21,0,GBIF
Habenaria,macrotidion Summerh.,21,0,GBIF
Bulbophyllum,stipulaceum,21,0,GBIF
Stelis,aviceps,21,0,GBIF
Vanda,denisoniana,21,0,GBIF
Habenaria,leucosantha Barb.,21,0,GBIF
Nigritella,x robatschiana,21,0,GBIF
Habenaria,lefebureana,21,0,GBIF
Acianthera,limae,21,0,GBIF
Caladenia,gertrudiae Ostenf.,21,0,GBIF
Caladenia,gladiolata R.,21,0,GBIF
Caladenia,petrensis A.,21,0,GBIF
Xylobium,palmifolium,21,0,GBIF
Oberonia,dubia,21,0,GBIF
Calanthe,discolor,21,0,GBIF
Spathoglottis,gracilis,21,1,GBIF
Maxillaria,funicaulis,21,0,GBIF
Campylocentrum,ornithorrhynchum,21,0,GBIF
Acianthera,panduripetala,21,0,GBIF
Catasetum,expansum,21,0,GBIF
Oberonia,longibracteata,21,0,GBIF
Habenaria,curvilabra Barb.,21,0,GBIF
Scaphyglottis,summersii,21,0,GBIF
Ceratostylis,radiata,21,0,GBIF
Ceratostylis,subcoerulea,21,0,GBIF
Cheirostylis,griffithii Lindl.,21,0,GBIF
Cleisostoma,striatum,21,0,GBIF
Habenaria,avicula Schltr.,21,0,GBIF
Coelogyne,anfracta,21,0,GBIF
Octomeria,lancipetala,21,0,GBIF
Lepanthes,jimenezii,21,0,GBIF
Coelogyne,filiformis,21,0,GBIF
Coelogyne,latifolia,21,0,GBIF
Rossioglossum,krameri,21,0,GBIF
Coelogyne,sparsa,21,0,GBIF
Rhomboda,lanceolata Lindl.,21,0,GBIF
Coelogyne,tenuifolia,21,1,GBIF
Coelogyne,veitchii,21,0,GBIF
Corybas,gastrosiphon Schltr.,21,0,GBIF
Corycium,dracomontanum,21,0,GBIF
Gomesa,gomezoides,21,0,GBIF
Pterostylis,longipetala Rupp,21,0,GBIF
Glomera,papuana,21,0,GBIF
Crossoglossa,fratrum,21,2,GBIF
Cyclopogon,bicolor,21,0,GBIF
Oncidium,harryanum,21,0,GBIF
Cylindrolobus,fastigatifolius,21,0,GBIF
Cynorkis,lilacina ssp.,21,0,GBIF
Cynorkis,sororia Schltr.,21,0,GBIF
Cynorkis,stolonifera Schltr.,21,0,GBIF
Prosthechea,glauca,21,0,GBIF
Prosthechea,fuertesii,21,0,GBIF
Prosthechea,allemanii,21,0,GBIF
Preptanthe,rosea,21,0,GBIF
Prasophyllum,truncatum Lindl.,21,0,GBIF
Cyrtopodium,brandonianum,21,0,GBIF
Dendrobium,blumei,21,4,GBIF
Ponthieva,trilobata L.,21,0,GBIF
Aerangis,seegeri,21,0,GBIF
Dendrobium,crassicaule,21,0,GBIF
Dendrobium,dactylodes,21,0,GBIF
Pomatocalpa,kunstleri,21,0,GBIF
Polystachya,oreocharis,21,0,GBIF
Polystachya,melanantha,21,0,GBIF
Dendrobium,indragiriense,21,0,GBIF
Polystachya,malilaensis,21,0,GBIF
Aeranthes,adenopoda,21,0,GBIF
Polystachya,epiphytica,21,0,GBIF
Dendrobium,longicolle,21,0,GBIF
Eulophia,kyimbilae,21,0,GBIF
Eulophia,chlorantha,21,0,GBIF
Pleurothallopsis,tubulosa,21,0,GBIF
Dendrobium,plicatile,21,0,GBIF
Eulophia,adenoglossa,21,0,GBIF
Dendrobium,prasinum,21,2,GBIF
Erythrodes,oxyglossa Schltr.,21,0,GBIF
Ophrys,lutea Gouan,21,0,GBIF
Dendrobium,sanderae,21,0,GBIF
Dendrobium,schneiderae,21,0,GBIF
Dendrobium,senile,21,3,GBIF
Aeranthes,moratii,21,0,GBIF
Maxillaria,pendula,21,0,GBIF
Dendrobium,venustum,21,0,GBIF
Dendrobium,wenzelii,21,0,GBIF
Agrostophyllum,sumatranum,21,0,GBIF
Dendrolirium,tomentosum,21,0,GBIF
Dilochia,elmeri,21,0,GBIF
Epigeneium,triflorum,21,0,GBIF
Aerides,quinquevulnera,21,0,GBIF
Platylepis,heteromorpha Rchb.f.,21,0,GBIF
Epidendrum,tridens,21,5,GBIF
Epidendrum,torquatum,21,0,GBIF
Epidendrum,stamfordianum,21,0,GBIF
Platanthera,ussuriensis Regel,21,0,GBIF
Ornithocephalus,ciliatus,21,0,GBIF
Otoglossum,chiriquense,21,0,GBIF
Diuris,insignis,21,0,GBIF
Diuris,oraria D.,21,0,GBIF
Dracula,erythrochaete,21,0,GBIF
Platanthera,contigua,21,0,GBIF
Epidendrum,platystigma,21,0,GBIF
Dryadella,aviceps,21,0,GBIF
Pabstiella,uniflora,21,0,GBIF
Pinalia,flavescens,21,0,GBIF
Elleanthus,amethystinus,21,0,GBIF
Palmorchis,lobulata,21,0,GBIF
Pinalia,chrysocardium,21,0,GBIF
Pinalia,bipunctata,21,0,GBIF
Encyclia,advena,21,0,GBIF
Encyclia,diurna,21,0,GBIF
Encyclia,enriquearcilae,21,0,GBIF
Encyclia,linearifolioides,21,0,GBIF
Paphiopedilum,charlesworthii Rolfe,21,3,GBIF
Vanilla,esquipulensis Archila,21,1,GBIF
Epidendrum,bisulcatum,21,0,GBIF
Phragmipedium,klotzschianum Rchb.f.,21,1,GBIF
Phalaenopsis,lueddemanniana,21,0,GBIF
Acianthera,leptotifolia,20,0,GBIF
Podochilus,microphyllus,20,0,GBIF
Habenaria,inconspicua Cogn.,20,0,GBIF
Podochilus,khasianus,20,0,GBIF
Epidendrum,uribei,20,0,GBIF
Gastrorchis,tuberculosa,20,0,GBIF
Bulbophyllum,flavescens,20,0,GBIF
Epidendrum,vesicicaule,20,0,GBIF
Bulbophyllum,gracillimum,20,3,GBIF
Scaphyglottis,bifida,20,0,GBIF
Styloglossum,oreadum,20,1,GBIF
Strongyleria,leiophylla,20,0,GBIF
Dendrobium,hydrophilum,20,0,GBIF
Cymbidium,madidum,20,1,GBIF
Stigmatodactylus,confusus,20,0,GBIF
Peristylus,lombokensis J.,20,0,GBIF
Neottia,inayatii,20,0,GBIF
Stichorkis,cumingii,20,0,GBIF
Stichorkis,acaulis,20,0,GBIF
Crepidium,versicolor,20,0,GBIF
Bulbophyllum,lepanthiflorum,20,0,GBIF
Vanilla,moonii Thwaites,20,1,GBIF
Epigeneium,pulchellum,20,0,GBIF
Epidendrum,dendrobii,20,0,GBIF
Oncidium,panamense,20,0,GBIF
Polystachya,isochiloides,20,0,GBIF
Stelis,tonduziana,20,0,GBIF
Stelis,thecoglossa,20,0,GBIF
Stelis,tenuilabris,20,0,GBIF
Stelis,scansor,20,0,GBIF
Stelis,salpingantha,20,0,GBIF
Eulophia,massokoensis,20,0,GBIF
Platystele,pisifera,20,0,GBIF
Bulbophyllum,nasica,20,0,GBIF
Chamaeanthus,wenzelii,20,0,GBIF
Bulbophyllum,nitens,20,0,GBIF
Habenaria,secunda Lindl.,20,0,GBIF
Bulbophyllum,odoratum,20,0,GBIF
Dichaea,splitgerberi,20,0,GBIF
Polystachya,elatior,20,0,GBIF
Ceratostylis,senilis,20,0,GBIF
Habenaria,sagittifera Rchb.f.,20,0,GBIF
Scaphyglottis,longicaulis,20,0,GBIF
Prosthechea,pamplonensis,20,0,GBIF
Ceratostylis,philippinensis,20,0,GBIF
Scaphyglottis,pulchella,20,0,GBIF
Polystachya,clavata,20,0,GBIF
Acianthera,decurrens,20,0,GBIF
Habenaria,retroflexa F.,20,0,GBIF
Dichaea,dammeriana,20,0,GBIF
Stelis,nutans,20,0,GBIF
Habenaria,repens,20,1,GBIF
Ceratostylis,anceps,20,0,GBIF
Stelis,moritzii,20,0,GBIF
Serapias,perez-chiscanoi Acedo,20,0,GBIF
Diaphananthe,gabonensis,20,0,GBIF
Dendrobium,luzonense,20,0,GBIF
Stelis,lentiginosa,20,0,GBIF
Stelis,jamesonii,20,0,GBIF
Stelis,gracilis,20,0,GBIF
Bulbophyllum,roxburghii,20,0,GBIF
Cyrtochilum,rigidum,20,0,GBIF
Crepidium,orbiculare,20,0,GBIF
Cattleya,warscewiczii,20,0,GBIF
Epistephium,sclerophyllum Lindl.,20,0,GBIF
Oberonia,pumilio,20,0,GBIF
Oberonia,obcordata,20,0,GBIF
Bulbophyllum,rugosum,20,0,GBIF
Bulbophyllum,salaccense,20,0,GBIF
Stelis,duckei,20,0,GBIF
Oberonia,monstruosa,20,1,GBIF
Habenaria,muricata Schauer,20,0,GBIF
Habenaria,mesodactyla Griseb.,20,0,GBIF
Polystachya,brassii,20,0,GBIF
Stelis,cucullata,20,0,GBIF
