genus,species,image_url,source,country,locality,latitude,longitude,observer,license,created_at
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/476788900/original.jpeg,GBIF,United States of America,,37.9021780,-122.6054880,Ben Sims,http://creativecommons.org/publicdomain/zero/1.0/,2025-11-26 03:39:05.115891
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477159977/original.jpg,GBIF,United States of America,,37.9086750,-122.6029050,abarto05,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:05.042528
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477115123/original.jpg,GBIF,Canada,,49.6574040,-116.9307540,Sachi Snively,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:04.915563
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475710979/original.jpeg,GBIF,United States of America,,37.8867080,-122.6259920,Natalie Clark,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:04.788475
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477110873/original.jpg,GBIF,Canada,,49.6575160,-116.9334380,Sachi Snively,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:04.660977
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/477086623/original.jpg,GBIF,Canada,,49.6571910,-116.9286240,Sachi Snively,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:04.533850
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/476749041/original.jpeg,GBIF,United States of America,,38.4951800,-122.9393370,forestgal7,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:04.465405
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475418260/original.jpg,GBIF,Canada,,50.0610430,-116.8648130,Sachi Snively,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:04.337908
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475140396/original.jpg,GBIF,United States of America,,39.0677910,-123.4628660,Jamie,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:04.143531
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475386716/original.jpg,GBIF,United States of America,,37.8960820,-122.6139570,naturedocentintraining,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:04.079687
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475403836/original.jpg,GBIF,United States of America,,39.3488120,-123.5416550,samstrich,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:03.825653
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/476251260/original.jpg,GBIF,United States of America,,39.1431100,-123.6293960,river2redwoods,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:03.697541
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475870179/original.jpg,GBIF,United States of America,,37.4414330,-122.2893220,emmashelton,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:03.506653
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475717846/original.jpeg,GBIF,United States of America,,37.9018680,-122.6054650,kayakmak,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:03.441478
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475869827/original.jpg,GBIF,United States of America,,37.4417530,-122.2892450,emmashelton,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:03.377271
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/474924878/original.jpg,GBIF,United States of America,,38.0186520,-122.6565640,wildcatdogs,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:03.187304
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/474833467/original.jpg,GBIF,United States of America,,37.9020290,-122.6061940,Paul Barnett,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:03.058765
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475714975/original.jpg,GBIF,United States of America,,39.0679810,-123.4625380,TShore,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:02.737716
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475418074/original.jpg,GBIF,Canada,,50.0625690,-116.8655390,Sachi Snively,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:02.603978
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475314621/original.jpg,GBIF,United States of America,,38.5793190,-122.9096880,shannoncmorrow,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:02.538694
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475417365/original.jpg,GBIF,Canada,,50.0738470,-116.8649260,Sachi Snively,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:02.473936
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475080306/original.jpeg,GBIF,United States of America,,37.9018590,-122.6060560,Ben Sims,http://creativecommons.org/publicdomain/zero/1.0/,2025-11-26 03:39:02.345561
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475371780/original.jpg,GBIF,United States of America,,37.9168170,-122.6229870,skyne,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:02.216488
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475403891/original.jpg,GBIF,United States of America,,39.3490330,-123.5419080,samstrich,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:02.152693
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475123933/original.jpg,GBIF,United States of America,,38.5625330,-123.3063670,cole_margen,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:02.024757
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475404319/original.jpg,GBIF,United States of America,,37.9018300,-122.6060680,Charlie Russell,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:01.957876
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475400153/original.jpeg,GBIF,United States of America,,38.0395610,-122.6693560,Krissa Klein,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:01.893355
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475410789/original.jpg,GBIF,United States of America,,38.7084200,-123.4298250,Amy Ruegg,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:01.828473
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475404318/original.jpg,GBIF,United States of America,,37.9019900,-122.6063800,Charlie Russell,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:01.758197
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/474231340/original.jpeg,GBIF,United States of America,,38.7078460,-123.4331200,birdlady100,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:01.692687
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475080074/original.jpeg,GBIF,United States of America,,37.9021120,-122.6055510,Ben Sims,http://creativecommons.org/publicdomain/zero/1.0/,2025-11-26 03:39:01.501248
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/474911698/original.jpg,GBIF,United States of America,,38.0189320,-122.6566210,Michael Warner,http://creativecommons.org/licenses/by/4.0/,2025-11-26 03:39:01.436465
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/474911680/original.jpg,GBIF,United States of America,,38.0187090,-122.6568920,Michael Warner,http://creativecommons.org/licenses/by/4.0/,2025-11-26 03:39:01.243674
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475807834/original.jpeg,GBIF,United States of America,,37.9017700,-122.6066800,lunchhiker,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:00.918793
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475311304/original.jpg,GBIF,United States of America,,38.4248160,-123.0328420,Sophie Noda,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:00.781547
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475397489/original.jpeg,GBIF,Canada,,48.4700510,-123.5554070,Lucas Charette,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:00.652358
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/474911704/original.jpg,GBIF,United States of America,,38.0189320,-122.6566210,Michael Warner,http://creativecommons.org/licenses/by/4.0/,2025-11-26 03:39:00.583988
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475619739/original.jpg,GBIF,United States of America,,37.9248970,-122.6269920,ficklepixel,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:00.456235
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/474368311/original.jpeg,GBIF,United States of America,,38.0036670,-122.6800560,bekindtobugs,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:00.390319
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475080450/original.jpeg,GBIF,United States of America,,37.9019930,-122.6061040,Ben Sims,http://creativecommons.org/publicdomain/zero/1.0/,2025-11-26 03:39:00.200388
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/475417806/original.jpg,GBIF,Canada,,50.0648490,-116.8648250,Sachi Snively,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:00.073820
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/474676305/original.jpeg,GBIF,United States of America,,37.8867080,-122.6259920,Natalie Clark,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:39:00.009907
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/474812362/original.jpg,GBIF,United States of America,,39.1888340,-123.7543170,evidence,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:38:59.945605
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/474911703/original.jpg,GBIF,United States of America,,38.0189320,-122.6566210,Michael Warner,http://creativecommons.org/licenses/by/4.0/,2025-11-26 03:38:59.874658
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/474671993/original.jpg,GBIF,United States of America,,38.4808970,-123.1258860,Kathy Dickson,http://creativecommons.org/licenses/by-nc/4.0/,2025-11-26 03:38:59.742067
Calypso,bulbosa,https://static.inaturalist.org/photos/543889285/original.jpg,iNaturalist,"51°32'49.6""N 103°35'34.1""E","51°32'49.6""N 103°35'34.1""E",51.5471110,103.5928060,ingo_weiss,,2025-11-26 03:39:55.767942
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/543989722/original.jpg,iNaturalist,"Cave Junction, OR, US","Cave Junction, OR, US",42.0858480,-123.6294984,missbeehaven,cc-by-nc,2025-11-26 03:39:55.703650
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/544055394/original.jpg,iNaturalist,"Linn County, OR, USA","Linn County, OR, USA",44.2972833,-122.0321972,ashweeeeezmoss,cc-by-nc,2025-11-26 03:39:55.640415
Calypso,bulbosa,https://static.inaturalist.org/photos/544072205/original.jpg,iNaturalist,"Teton County, US-WY, US","Teton County, US-WY, US",43.7162117,-110.7308587,bruce70147,,2025-11-26 03:39:55.576216
Calypso,bulbosa,https://static.inaturalist.org/photos/544072163/original.jpg,iNaturalist,"Teton County, US-WY, US","Teton County, US-WY, US",43.7162117,-110.7308587,bruce70147,,2025-11-26 03:39:55.512711
Calypso,bulbosa,https://static.inaturalist.org/photos/544071925/original.jpg,iNaturalist,"Teton County, US-WY, US","Teton County, US-WY, US",43.7162117,-110.7308587,bruce70147,,2025-11-26 03:39:55.448442
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/544079576/original.jpg,iNaturalist,"Spray Valley Provincial Park, Kananaskis, AB, CA","Spray Valley Provincial Park, Kananaskis, AB, CA",50.8607217,-115.3653200,luhayes,cc-by-nc,2025-11-26 03:39:55.384225
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/544079528/original.jpg,iNaturalist,"Spray Valley Provincial Park, Kananaskis, AB, CA","Spray Valley Provincial Park, Kananaskis, AB, CA",50.8607217,-115.3653200,luhayes,cc-by-nc,2025-11-26 03:39:55.320539
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/544079483/original.jpg,iNaturalist,"Spray Valley Provincial Park, Kananaskis, AB, CA","Spray Valley Provincial Park, Kananaskis, AB, CA",50.8607217,-115.3653200,luhayes,cc-by-nc,2025-11-26 03:39:55.255497
Calypso,bulbosa,https://static.inaturalist.org/photos/544139094/original.jpg,iNaturalist,"Columbia Shuswap, BC, CA","Columbia Shuswap, BC, CA",50.7914920,-119.2109898,hannah797,,2025-11-26 03:39:55.187858
Calypso,bulbosa,https://static.inaturalist.org/photos/544139079/original.jpg,iNaturalist,"Columbia Shuswap, BC, CA","Columbia Shuswap, BC, CA",50.7914920,-119.2109898,hannah797,,2025-11-26 03:39:55.121509
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/544158125/original.jpg,iNaturalist,"Strathadam, NB E1V, Canada","Strathadam, NB E1V, Canada",46.9659409,-65.8624494,jimlep,cc-by-nc,2025-11-26 03:39:55.055937
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/544213627/original.jpg,iNaturalist,"East Kootenay, BC, CA","East Kootenay, BC, CA",49.5132617,-115.7202000,sebrown11,cc-by-nc,2025-11-26 03:39:54.991238
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/544262126/original.jpg,iNaturalist,"Gunnison County, US, CO","Gunnison County, US, CO",38.6667977,-107.0317001,tylerportenier,cc-by-nc,2025-11-26 03:39:54.925617
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/544262127/original.jpg,iNaturalist,"Gunnison County, US, CO","Gunnison County, US, CO",38.6667977,-107.0317001,tylerportenier,cc-by-nc,2025-11-26 03:39:54.861611
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/544261841/original.jpg,iNaturalist,"Gunnison County, US, CO","Gunnison County, US, CO",38.6667977,-107.0317001,tylerportenier,cc-by-nc,2025-11-26 03:39:54.797642
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/544312882/original.jpg,iNaturalist,"Sedel'nikovskiy rayon, RU-OM, RU","Sedel'nikovskiy rayon, RU-OM, RU",56.8672111,75.3265765,anatolymikhaltsov,cc-by-nc,2025-11-26 03:39:54.732523
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/544313064/original.jpg,iNaturalist,"Sedel'nikovskiy rayon, RU-OM, RU","Sedel'nikovskiy rayon, RU-OM, RU",56.8899098,75.3285669,anatolymikhaltsov,cc-by-nc,2025-11-26 03:39:54.668152
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/544761907/original.jpg,iNaturalist,"Southeast Fairbanks County, US-AK, US","Southeast Fairbanks County, US-AK, US",64.1086720,-145.7622689,james-seale,cc-by-nc,2025-11-26 03:39:54.598525
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/544898694/original.jpg,iNaturalist,"Yukon, Canada","Yukon, Canada",60.2548611,-129.0010083,rorymacneil,cc-by-nc,2025-11-26 03:39:54.532990
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/545153768/original.jpg,iNaturalist,"Yukon, Yukon, Canada","Yukon, Yukon, Canada",60.2547500,-129.0010833,rorymacneil,cc-by-nc,2025-11-26 03:39:54.468349
Calypso,bulbosa,https://static.inaturalist.org/photos/545532296/original.jpg,iNaturalist,"Waterton Park, AB T0K 0C3, Canada","Waterton Park, AB T0K 0C3, Canada",49.0777504,-114.0356352,ethan_the_ginger,,2025-11-26 03:39:54.402615
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/545902953/original.jpg,iNaturalist,"Palouse, WA 99161, USA","Palouse, WA 99161, USA",46.8684720,-117.1512703,slarson8,cc-by-nc,2025-11-26 03:39:54.337012
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/546140920/original.jpg,iNaturalist,"Park County, US-CO, US","Park County, US-CO, US",39.4529970,-105.4251877,frauhamster,cc-by-nc,2025-11-26 03:39:54.271977
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/546611068/original.jpg,iNaturalist,"Improvement District No. 9 Banff, AB, CA","Improvement District No. 9 Banff, AB, CA",51.1594250,-115.5615167,springtalzz,cc-by-nc,2025-11-26 03:39:54.207048
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/546636520/original.jpg,iNaturalist,"Polson, MT, US","Polson, MT, US",47.8031776,-114.1564642,ejslawson,cc-by-nc,2025-11-26 03:39:54.142119
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/546878013/original.jpg,iNaturalist,"North Bend, WA, US","North Bend, WA, US",47.4977450,-121.7429633,klt001,cc-by-nc,2025-11-26 03:39:54.075414
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/546981115/original.jpg,iNaturalist,"Hornbrook, CA, US","Hornbrook, CA, US",41.9799467,-122.6611633,malloryannp,cc-by-nc,2025-11-26 03:39:54.011288
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/547974039/original.jpg,iNaturalist,"Westside Road, Mount Rainier National Park, Pierce County, Washington, USA","Westside Road, Mount Rainier National Park, Pierce County, Washington, USA",46.7581580,-121.8807402,peterzika,cc-by-nc,2025-11-26 03:39:53.946096
Calypso,bulbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/547973978/original.jpg,iNaturalist,"Westside Road, Mount Rainier National Park, Pierce County, Washington, USA","Westside Road, Mount Rainier National Park, Pierce County, Washington, USA",46.7581580,-121.8807402,peterzika,cc-by-nc,2025-11-26 03:39:53.882186
